Sample	Celltype	Chromosome	Strand	Start	End	EF
FS300_nucl	RNH2A-KO T3-8	chr12	-	130000000	133275309	2.1745181518306778
FS300_nucl	RNH2A-KO T3-8	chr13	+	60000000	65000000	1.2192587425522998
FS300_nucl	RNH2A-KO T3-8	chr13	+	65000000	70000000	1.3903086432925442
FS300_nucl	RNH2A-KO T3-8	chr13	+	70000000	75000000	1.2802983771819207
FS300_nucl	RNH2A-KO T3-8	chr13	+	75000000	80000000	1.4633015112564984
FS300_nucl	RNH2A-KO T3-8	chr13	+	80000000	85000000	1.0292804771615491
FS300_nucl	RNH2A-KO T3-8	chr13	+	90000000	95000000	1.2137886188230123
FS300_nucl	RNH2A-KO T3-8	chr13	+	110000000	114364328	1.059647050458996
FS300_nucl	RNH2A-KO T3-8	chr13	-	60000000	65000000	1.250836756854634
FS300_nucl	RNH2A-KO T3-8	chr13	-	65000000	70000000	1.3883088192340076
FS300_nucl	RNH2A-KO T3-8	chr13	-	70000000	75000000	1.2484660504160943
FS300_nucl	RNH2A-KO T3-8	chr13	-	75000000	80000000	1.432976397862016
FS300_nucl	RNH2A-KO T3-8	chr13	-	80000000	85000000	1.019230302233909
FS300_nucl	RNH2A-KO T3-8	chr13	-	90000000	95000000	1.2509813121252442
FS300_nucl	RNH2A-KO T3-8	chr13	-	110000000	114364328	1.0713902946439002
FS300_nucl	RNH2A-KO T3-8	chr14	+	20000000	25000000	1.097816207272048
FS300_nucl	RNH2A-KO T3-8	chr14	+	70000000	75000000	1.1142844633670077
FS300_nucl	RNH2A-KO T3-8	chr14	+	90000000	95000000	1.2611384729027226
FS300_nucl	RNH2A-KO T3-8	chr14	+	95000000	100000000	1.1244722070320758
FS300_nucl	RNH2A-KO T3-8	chr14	+	100000000	105000000	1.6934808446892222
FS300_nucl	RNH2A-KO T3-8	chr14	-	20000000	25000000	1.0741323940233052
FS300_nucl	RNH2A-KO T3-8	chr14	-	70000000	75000000	1.0987357010863599
FS300_nucl	RNH2A-KO T3-8	chr14	-	75000000	80000000	1.0315175002384005
FS300_nucl	RNH2A-KO T3-8	chr14	-	90000000	95000000	1.1838209333855287
FS300_nucl	RNH2A-KO T3-8	chr14	-	95000000	100000000	1.0979551026248995
FS300_nucl	RNH2A-KO T3-8	chr14	-	100000000	105000000	1.7623600375441515
FS300_nucl	RNH2A-KO T3-8	chr15	+	40000000	45000000	1.1624447061473397
FS300_nucl	RNH2A-KO T3-8	chr15	+	65000000	70000000	1.9376683256614207
FS300_nucl	RNH2A-KO T3-8	chr15	+	70000000	75000000	1.9783035305073333
FS300_nucl	RNH2A-KO T3-8	chr15	+	75000000	80000000	1.976682753106072
FS300_nucl	RNH2A-KO T3-8	chr15	+	80000000	85000000	1.3875880526547255
FS300_nucl	RNH2A-KO T3-8	chr15	+	85000000	90000000	1.4887419279655894
FS300_nucl	RNH2A-KO T3-8	chr15	+	90000000	95000000	1.4913178063354469
FS300_nucl	RNH2A-KO T3-8	chr15	+	95000000	100000000	1.2314724579689238
FS300_nucl	RNH2A-KO T3-8	chr15	+	100000000	101991189	2.0020963105930676
FS300_nucl	RNH2A-KO T3-8	chr15	-	40000000	45000000	1.1654335029600205
FS300_nucl	RNH2A-KO T3-8	chr15	-	65000000	70000000	1.9533753721689098
FS300_nucl	RNH2A-KO T3-8	chr15	-	70000000	75000000	1.9404232199194937
FS300_nucl	RNH2A-KO T3-8	chr15	-	75000000	80000000	1.9570759870973145
FS300_nucl	RNH2A-KO T3-8	chr15	-	80000000	85000000	1.4094138887475762
FS300_nucl	RNH2A-KO T3-8	chr15	-	85000000	90000000	1.4869533359193
FS300_nucl	RNH2A-KO T3-8	chr15	-	90000000	95000000	1.5373453032646764
FS300_nucl	RNH2A-KO T3-8	chr15	-	95000000	100000000	1.2663619929214274
FS300_nucl	RNH2A-KO T3-8	chr15	-	100000000	101991189	1.816111452410055
FS300_nucl	RNH2A-KO T3-8	chr16	+	0	5000000	3.020984363683012
FS300_nucl	RNH2A-KO T3-8	chr16	+	5000000	10000000	1.056573210900657
FS300_nucl	RNH2A-KO T3-8	chr16	+	10000000	15000000	1.381191770410448
FS300_nucl	RNH2A-KO T3-8	chr16	+	15000000	20000000	1.0061554567400164
FS300_nucl	RNH2A-KO T3-8	chr16	+	20000000	25000000	1.1377857356852865
FS300_nucl	RNH2A-KO T3-8	chr16	+	25000000	30000000	1.4765571550025307
FS300_nucl	RNH2A-KO T3-8	chr16	+	30000000	35000000	1.3491235318282875
FS300_nucl	RNH2A-KO T3-8	chr16	+	45000000	50000000	1.0281517214714395
FS300_nucl	RNH2A-KO T3-8	chr16	+	50000000	55000000	1.0963690845923406
FS300_nucl	RNH2A-KO T3-8	chr16	+	55000000	60000000	1.4281943150470464
FS300_nucl	RNH2A-KO T3-8	chr16	+	65000000	70000000	1.7469664989308544
FS300_nucl	RNH2A-KO T3-8	chr16	+	70000000	75000000	1.2796905856564478
FS300_nucl	RNH2A-KO T3-8	chr16	+	75000000	80000000	1.0698288546466996
FS300_nucl	RNH2A-KO T3-8	chr16	+	80000000	85000000	1.4534031921273656
FS300_nucl	RNH2A-KO T3-8	chr16	+	85000000	90000000	2.695352818297484
FS300_nucl	RNH2A-KO T3-8	chr16	-	0	5000000	3.1173055003142753
FS300_nucl	RNH2A-KO T3-8	chr16	-	5000000	10000000	1.1029278039349355
FS300_nucl	RNH2A-KO T3-8	chr16	-	10000000	15000000	1.420371178262138
FS300_nucl	RNH2A-KO T3-8	chr16	-	15000000	20000000	1.00231733556897
FS300_nucl	RNH2A-KO T3-8	chr16	-	20000000	25000000	1.1945180234129462
FS300_nucl	RNH2A-KO T3-8	chr16	-	25000000	30000000	1.453127402589345
FS300_nucl	RNH2A-KO T3-8	chr16	-	30000000	35000000	1.397213423905401
FS300_nucl	RNH2A-KO T3-8	chr16	-	50000000	55000000	1.1251025824512406
FS300_nucl	RNH2A-KO T3-8	chr16	-	55000000	60000000	1.4154562990603696
FS300_nucl	RNH2A-KO T3-8	chr16	-	65000000	70000000	1.787223544094374
FS300_nucl	RNH2A-KO T3-8	chr16	-	70000000	75000000	1.237508760901522
FS300_nucl	RNH2A-KO T3-8	chr16	-	75000000	80000000	1.103939690829434
FS300_nucl	RNH2A-KO T3-8	chr16	-	80000000	85000000	1.492995746232078
FS300_nucl	RNH2A-KO T3-8	chr16	-	85000000	90000000	2.7325282809227867
FS300_nucl	RNH2A-KO T3-8	chr17	+	0	5000000	2.228829408816608
FS300_nucl	RNH2A-KO T3-8	chr17	+	5000000	10000000	1.8368038748864877
FS300_nucl	RNH2A-KO T3-8	chr17	+	10000000	15000000	1.0019009160616694
FS300_nucl	RNH2A-KO T3-8	chr17	+	15000000	20000000	1.6110816793072325
FS300_nucl	RNH2A-KO T3-8	chr17	+	25000000	30000000	1.141924506549302
FS300_nucl	RNH2A-KO T3-8	chr17	+	30000000	35000000	1.350946906404765
FS300_nucl	RNH2A-KO T3-8	chr17	+	35000000	40000000	1.5407225746203315
FS300_nucl	RNH2A-KO T3-8	chr17	+	40000000	45000000	2.1389052055001683
FS300_nucl	RNH2A-KO T3-8	chr17	+	45000000	50000000	1.7050867685803983
FS300_nucl	RNH2A-KO T3-8	chr17	+	50000000	55000000	1.036747630188846
FS300_nucl	RNH2A-KO T3-8	chr17	+	55000000	60000000	1.3270114972825695
FS300_nucl	RNH2A-KO T3-8	chr17	+	60000000	65000000	1.3278797708903827
FS300_nucl	RNH2A-KO T3-8	chr17	+	65000000	70000000	1.221342599211044
FS300_nucl	RNH2A-KO T3-8	chr17	+	70000000	75000000	1.515687352261575
FS300_nucl	RNH2A-KO T3-8	chr17	+	75000000	80000000	2.611911724586196
FS300_nucl	RNH2A-KO T3-8	chr17	+	80000000	83257441	2.9086806639490184
FS300_nucl	RNH2A-KO T3-8	chr17	-	0	5000000	2.176077222118132
FS300_nucl	RNH2A-KO T3-8	chr17	-	5000000	10000000	1.815064889219789
FS300_nucl	RNH2A-KO T3-8	chr17	-	10000000	15000000	1.0208204102109564
FS300_nucl	RNH2A-KO T3-8	chr17	-	15000000	20000000	1.6296582990958939
FS300_nucl	RNH2A-KO T3-8	chr17	-	25000000	30000000	1.0665866088959253
FS300_nucl	RNH2A-KO T3-8	chr17	-	30000000	35000000	1.3431786637399488
FS300_nucl	RNH2A-KO T3-8	chr17	-	35000000	40000000	1.5812322834312265
FS300_nucl	RNH2A-KO T3-8	chr17	-	40000000	45000000	2.088679105488702
FS300_nucl	RNH2A-KO T3-8	chr17	-	45000000	50000000	1.7444930060929482
FS300_nucl	RNH2A-KO T3-8	chr17	-	50000000	55000000	1.0412605254796259
FS300_nucl	RNH2A-KO T3-8	chr17	-	55000000	60000000	1.3503486051637332
FS300_nucl	RNH2A-KO T3-8	chr17	-	60000000	65000000	1.3381770513757787
FS300_nucl	RNH2A-KO T3-8	chr17	-	65000000	70000000	1.216721712983383
FS300_nucl	RNH2A-KO T3-8	chr17	-	70000000	75000000	1.4493111434444466
FS300_nucl	RNH2A-KO T3-8	chr17	-	75000000	80000000	2.639839441387959
FS300_nucl	RNH2A-KO T3-8	chr17	-	80000000	83257441	3.062217672232035
FS300_nucl	RNH2A-KO T3-8	chr18	+	20000000	25000000	1.2595466379551026
FS300_nucl	RNH2A-KO T3-8	chr18	+	30000000	35000000	1.3116430544241742
FS300_nucl	RNH2A-KO T3-8	chr18	+	35000000	40000000	1.6535402587295642
FS300_nucl	RNH2A-KO T3-8	chr18	-	20000000	25000000	1.2850096228341372
FS300_nucl	RNH2A-KO T3-8	chr18	-	30000000	35000000	1.309063619868719
FS300_nucl	RNH2A-KO T3-8	chr18	-	35000000	40000000	1.6938408392604107
FS300_nucl	RNH2A-KO T3-8	chr19	+	0	5000000	2.9012783756184803
FS300_nucl	RNH2A-KO T3-8	chr19	+	5000000	10000000	1.9313009858707502
FS300_nucl	RNH2A-KO T3-8	chr19	+	10000000	15000000	2.0477075342256374
FS300_nucl	RNH2A-KO T3-8	chr19	+	15000000	20000000	2.257829747317751
FS300_nucl	RNH2A-KO T3-8	chr19	+	30000000	35000000	1.3309476709713421
FS300_nucl	RNH2A-KO T3-8	chr19	+	35000000	40000000	1.5890564721222342
FS300_nucl	RNH2A-KO T3-8	chr19	+	40000000	45000000	1.6253792513826475
FS300_nucl	RNH2A-KO T3-8	chr19	+	45000000	50000000	2.188570455867416
FS300_nucl	RNH2A-KO T3-8	chr19	+	50000000	55000000	1.3310634407857178
FS300_nucl	RNH2A-KO T3-8	chr19	+	55000000	58617616	1.5229190373056327
FS300_nucl	RNH2A-KO T3-8	chr19	-	0	5000000	2.926319076743794
FS300_nucl	RNH2A-KO T3-8	chr19	-	5000000	10000000	1.9023184505785777
FS300_nucl	RNH2A-KO T3-8	chr19	-	10000000	15000000	2.084776113181401
FS300_nucl	RNH2A-KO T3-8	chr19	-	15000000	20000000	2.268794972707144
FS300_nucl	RNH2A-KO T3-8	chr19	-	30000000	35000000	1.355436950690289
FS300_nucl	RNH2A-KO T3-8	chr19	-	35000000	40000000	1.6313062291812013
FS300_nucl	RNH2A-KO T3-8	chr19	-	40000000	45000000	1.5801914854826116
FS300_nucl	RNH2A-KO T3-8	chr19	-	45000000	50000000	2.2003914186399154
FS300_nucl	RNH2A-KO T3-8	chr19	-	50000000	55000000	1.3353726791253453
FS300_nucl	RNH2A-KO T3-8	chr19	-	55000000	58617616	1.511856798207026
FS300_nucl	RNH2A-KO T3-8	chr2	+	0	5000000	1.2393737478000786
FS300_nucl	RNH2A-KO T3-8	chr2	+	5000000	10000000	1.0967163940354736
FS300_nucl	RNH2A-KO T3-8	chr2	+	10000000	15000000	1.1357308214801527
FS300_nucl	RNH2A-KO T3-8	chr2	+	20000000	25000000	1.1568877550573236
FS300_nucl	RNH2A-KO T3-8	chr2	+	25000000	30000000	1.6174779615514965
FS300_nucl	RNH2A-KO T3-8	chr2	+	40000000	45000000	1.0502058711100033
FS300_nucl	RNH2A-KO T3-8	chr2	+	45000000	50000000	1.1517359983175885
FS300_nucl	RNH2A-KO T3-8	chr2	+	60000000	65000000	1.0756173453654823
FS300_nucl	RNH2A-KO T3-8	chr2	+	65000000	70000000	1.0309880819236008
FS300_nucl	RNH2A-KO T3-8	chr2	+	70000000	75000000	1.4914335761498225
FS300_nucl	RNH2A-KO T3-8	chr2	+	95000000	100000000	1.2883443792810654
FS300_nucl	RNH2A-KO T3-8	chr2	+	120000000	125000000	1.1064700008966735
FS300_nucl	RNH2A-KO T3-8	chr2	+	125000000	130000000	1.1911845625661595
FS300_nucl	RNH2A-KO T3-8	chr2	+	170000000	175000000	1.0793798643326853
FS300_nucl	RNH2A-KO T3-8	chr2	+	200000000	205000000	1.0099469181607925
FS300_nucl	RNH2A-KO T3-8	chr2	+	215000000	220000000	1.5104777106146468
FS300_nucl	RNH2A-KO T3-8	chr2	+	230000000	235000000	1.4776569682390999
FS300_nucl	RNH2A-KO T3-8	chr2	+	235000000	240000000	1.6462178179702938
FS300_nucl	RNH2A-KO T3-8	chr2	+	240000000	242193529	2.098981337247536
FS300_nucl	RNH2A-KO T3-8	chr2	-	0	5000000	1.2139462517870805
FS300_nucl	RNH2A-KO T3-8	chr2	-	5000000	10000000	1.1005860085505623
FS300_nucl	RNH2A-KO T3-8	chr2	-	10000000	15000000	1.1737887976030918
FS300_nucl	RNH2A-KO T3-8	chr2	-	20000000	25000000	1.1652022145270153
FS300_nucl	RNH2A-KO T3-8	chr2	-	25000000	30000000	1.624454309352825
FS300_nucl	RNH2A-KO T3-8	chr2	-	40000000	45000000	1.0611224196656397
FS300_nucl	RNH2A-KO T3-8	chr2	-	45000000	50000000	1.1868276830148723
FS300_nucl	RNH2A-KO T3-8	chr2	-	60000000	65000000	1.0537501008629446
FS300_nucl	RNH2A-KO T3-8	chr2	-	65000000	70000000	1.0421278571034165
FS300_nucl	RNH2A-KO T3-8	chr2	-	70000000	75000000	1.5230054204171088
FS300_nucl	RNH2A-KO T3-8	chr2	-	95000000	100000000	1.242192351670307
FS300_nucl	RNH2A-KO T3-8	chr2	-	105000000	110000000	1.0283083732301692
FS300_nucl	RNH2A-KO T3-8	chr2	-	120000000	125000000	1.1214887006852585
FS300_nucl	RNH2A-KO T3-8	chr2	-	125000000	130000000	1.1575986072913091
FS300_nucl	RNH2A-KO T3-8	chr2	-	170000000	175000000	1.0911610049047715
FS300_nucl	RNH2A-KO T3-8	chr2	-	200000000	205000000	1.027730152147592
FS300_nucl	RNH2A-KO T3-8	chr2	-	215000000	220000000	1.4877917564890089
FS300_nucl	RNH2A-KO T3-8	chr2	-	230000000	235000000	1.5209816466281374
FS300_nucl	RNH2A-KO T3-8	chr2	-	235000000	240000000	1.7155819519647875
FS300_nucl	RNH2A-KO T3-8	chr2	-	240000000	242193529	2.061824461660126
FS300_nucl	RNH2A-KO T3-8	chr20	+	0	5000000	1.1577849711187094
FS300_nucl	RNH2A-KO T3-8	chr20	+	30000000	35000000	1.1525753294718295
FS300_nucl	RNH2A-KO T3-8	chr20	+	35000000	40000000	1.1710116724111566
FS300_nucl	RNH2A-KO T3-8	chr20	+	45000000	50000000	1.1741085149457
FS300_nucl	RNH2A-KO T3-8	chr20	+	60000000	64444167	1.676939905847007
FS300_nucl	RNH2A-KO T3-8	chr20	-	0	5000000	1.20058934477986
FS300_nucl	RNH2A-KO T3-8	chr20	-	30000000	35000000	1.1345564971511761
FS300_nucl	RNH2A-KO T3-8	chr20	-	35000000	40000000	1.210881680049494
FS300_nucl	RNH2A-KO T3-8	chr20	-	45000000	50000000	1.1714759132728019
FS300_nucl	RNH2A-KO T3-8	chr20	-	55000000	60000000	1.0268917315778987
FS300_nucl	RNH2A-KO T3-8	chr20	-	60000000	64444167	1.7276882525725463
FS300_nucl	RNH2A-KO T3-8	chr21	+	30000000	35000000	1.257028644492399
FS300_nucl	RNH2A-KO T3-8	chr21	+	40000000	45000000	1.224960405910299
FS300_nucl	RNH2A-KO T3-8	chr21	+	45000000	46709983	1.4398533335504462
FS300_nucl	RNH2A-KO T3-8	chr21	-	30000000	35000000	1.2323915043208573
FS300_nucl	RNH2A-KO T3-8	chr21	-	40000000	45000000	1.2234290775411294
FS300_nucl	RNH2A-KO T3-8	chr21	-	45000000	46709983	1.5706356930595058
FS300_nucl	RNH2A-KO T3-8	chr22	+	15000000	20000000	1.3485446827565315
FS300_nucl	RNH2A-KO T3-8	chr22	+	20000000	25000000	2.0682566762773456
FS300_nucl	RNH2A-KO T3-8	chr22	+	25000000	30000000	1.7468217866628812
FS300_nucl	RNH2A-KO T3-8	chr22	+	30000000	35000000	1.6534823738223765
FS300_nucl	RNH2A-KO T3-8	chr22	+	35000000	40000000	2.7155835933596255
FS300_nucl	RNH2A-KO T3-8	chr22	+	40000000	45000000	2.413192838210101
FS300_nucl	RNH2A-KO T3-8	chr22	+	45000000	50000000	2.2984360097100693
FS300_nucl	RNH2A-KO T3-8	chr22	+	50000000	50818468	3.252034384866321
FS300_nucl	RNH2A-KO T3-8	chr22	-	15000000	20000000	1.2683568556563385
FS300_nucl	RNH2A-KO T3-8	chr22	-	20000000	25000000	2.14916103072481
FS300_nucl	RNH2A-KO T3-8	chr22	-	25000000	30000000	1.7542938534423946
FS300_nucl	RNH2A-KO T3-8	chr22	-	30000000	35000000	1.6095072943685658
FS300_nucl	RNH2A-KO T3-8	chr22	-	35000000	40000000	2.662418974661976
FS300_nucl	RNH2A-KO T3-8	chr22	-	40000000	45000000	2.4061224798159073
FS300_nucl	RNH2A-KO T3-8	chr22	-	45000000	50000000	2.384410278165659
FS300_nucl	RNH2A-KO T3-8	chr22	-	50000000	50818468	3.269919505150492
FS300_nucl	RNH2A-KO T3-8	chr3	+	5000000	10000000	1.2219503907365197
FS300_nucl	RNH2A-KO T3-8	chr3	+	10000000	15000000	2.4234963516895114
FS300_nucl	RNH2A-KO T3-8	chr3	+	15000000	20000000	1.1265271212372459
FS300_nucl	RNH2A-KO T3-8	chr3	+	30000000	35000000	1.2567971048636335
FS300_nucl	RNH2A-KO T3-8	chr3	+	35000000	40000000	1.3741298117335343
FS300_nucl	RNH2A-KO T3-8	chr3	+	40000000	45000000	1.532358205531675
FS300_nucl	RNH2A-KO T3-8	chr3	+	45000000	50000000	2.494984212066611
FS300_nucl	RNH2A-KO T3-8	chr3	+	50000000	55000000	2.437591326589568
FS300_nucl	RNH2A-KO T3-8	chr3	+	55000000	60000000	1.4887998128727726
FS300_nucl	RNH2A-KO T3-8	chr3	+	60000000	65000000	1.0889019315650998
FS300_nucl	RNH2A-KO T3-8	chr3	+	65000000	70000000	1.1427638377034495
FS300_nucl	RNH2A-KO T3-8	chr3	+	70000000	75000000	1.319891653698454
FS300_nucl	RNH2A-KO T3-8	chr3	+	110000000	115000000	1.046211812514027
FS300_nucl	RNH2A-KO T3-8	chr3	+	120000000	125000000	1.150520415266637
FS300_nucl	RNH2A-KO T3-8	chr3	+	125000000	130000000	1.7480373697138272
FS300_nucl	RNH2A-KO T3-8	chr3	+	135000000	140000000	1.0174140711880284
FS300_nucl	RNH2A-KO T3-8	chr3	+	140000000	145000000	1.0112203861189413
FS300_nucl	RNH2A-KO T3-8	chr3	-	5000000	10000000	1.2605508710416737
FS300_nucl	RNH2A-KO T3-8	chr3	-	10000000	15000000	2.456312069782394
FS300_nucl	RNH2A-KO T3-8	chr3	-	15000000	20000000	1.127039623077826
FS300_nucl	RNH2A-KO T3-8	chr3	-	30000000	35000000	1.222619568025527
FS300_nucl	RNH2A-KO T3-8	chr3	-	35000000	40000000	1.4205446445869157
FS300_nucl	RNH2A-KO T3-8	chr3	-	40000000	45000000	1.508087316486978
FS300_nucl	RNH2A-KO T3-8	chr3	-	45000000	50000000	2.3834851244335575
FS300_nucl	RNH2A-KO T3-8	chr3	-	50000000	55000000	2.4624412132573714
FS300_nucl	RNH2A-KO T3-8	chr3	-	55000000	60000000	1.4499760976893747
FS300_nucl	RNH2A-KO T3-8	chr3	-	60000000	65000000	1.0793363837663636
FS300_nucl	RNH2A-KO T3-8	chr3	-	65000000	70000000	1.1312317259264038
FS300_nucl	RNH2A-KO T3-8	chr3	-	70000000	75000000	1.2515306221536864
FS300_nucl	RNH2A-KO T3-8	chr3	-	110000000	115000000	1.0578843816032744
FS300_nucl	RNH2A-KO T3-8	chr3	-	120000000	125000000	1.1126708291761314
FS300_nucl	RNH2A-KO T3-8	chr3	-	125000000	130000000	1.7246889340151583
FS300_nucl	RNH2A-KO T3-8	chr3	-	135000000	140000000	1.0483437337409665
FS300_nucl	RNH2A-KO T3-8	chr3	-	140000000	145000000	1.0164837520917493
FS300_nucl	RNH2A-KO T3-8	chr4	+	0	5000000	2.2008131137376594
FS300_nucl	RNH2A-KO T3-8	chr4	+	5000000	10000000	1.8535326130638055
FS300_nucl	RNH2A-KO T3-8	chr4	-	0	5000000	2.267060309459454
FS300_nucl	RNH2A-KO T3-8	chr4	-	5000000	10000000	1.8523023269368728
FS300_nucl	RNH2A-KO T3-8	chr5	+	0	5000000	1.556959291086541
FS300_nucl	RNH2A-KO T3-8	chr5	+	75000000	80000000	1.0507847201818579
FS300_nucl	RNH2A-KO T3-8	chr5	+	130000000	135000000	1.3111799751666846
FS300_nucl	RNH2A-KO T3-8	chr5	+	135000000	140000000	1.5410409416098614
FS300_nucl	RNH2A-KO T3-8	chr5	+	140000000	145000000	1.2380713373883523
FS300_nucl	RNH2A-KO T3-8	chr5	+	145000000	150000000	1.033390305571911
FS300_nucl	RNH2A-KO T3-8	chr5	+	150000000	155000000	1.3857357356247126
FS300_nucl	RNH2A-KO T3-8	chr5	+	155000000	160000000	1.0169799343841313
FS300_nucl	RNH2A-KO T3-8	chr5	+	165000000	170000000	1.2079133007434515
FS300_nucl	RNH2A-KO T3-8	chr5	+	170000000	175000000	2.112625457636878
FS300_nucl	RNH2A-KO T3-8	chr5	+	175000000	180000000	2.520656168404394
FS300_nucl	RNH2A-KO T3-8	chr5	+	180000000	181538259	1.5894471952458191
FS300_nucl	RNH2A-KO T3-8	chr5	-	0	5000000	1.5428384035490321
FS300_nucl	RNH2A-KO T3-8	chr5	-	75000000	80000000	1.0279903516347417
FS300_nucl	RNH2A-KO T3-8	chr5	-	130000000	135000000	1.2973257318927014
FS300_nucl	RNH2A-KO T3-8	chr5	-	135000000	140000000	1.5601850360259237
FS300_nucl	RNH2A-KO T3-8	chr5	-	140000000	145000000	1.3060568702394044
FS300_nucl	RNH2A-KO T3-8	chr5	-	145000000	150000000	1.0369238673603582
FS300_nucl	RNH2A-KO T3-8	chr5	-	150000000	155000000	1.4008562167256435
FS300_nucl	RNH2A-KO T3-8	chr5	-	155000000	160000000	1.003589421950584
FS300_nucl	RNH2A-KO T3-8	chr5	-	165000000	170000000	1.2179359772567673
FS300_nucl	RNH2A-KO T3-8	chr5	-	170000000	175000000	2.137018387990987
FS300_nucl	RNH2A-KO T3-8	chr5	-	175000000	180000000	2.4061224798158376
FS300_nucl	RNH2A-KO T3-8	chr5	-	180000000	181538259	1.6148992059635356
FS300_nucl	RNH2A-KO T3-8	chr6	+	0	5000000	1.6804856830255364
FS300_nucl	RNH2A-KO T3-8	chr6	+	5000000	10000000	1.230806781536264
FS300_nucl	RNH2A-KO T3-8	chr6	+	10000000	15000000	1.3669231407886282
FS300_nucl	RNH2A-KO T3-8	chr6	+	15000000	20000000	1.2051058827448269
FS300_nucl	RNH2A-KO T3-8	chr6	+	20000000	25000000	1.0260968072662302
FS300_nucl	RNH2A-KO T3-8	chr6	+	25000000	30000000	1.151735998317579
FS300_nucl	RNH2A-KO T3-8	chr6	+	30000000	35000000	1.6065377140929815
FS300_nucl	RNH2A-KO T3-8	chr6	+	35000000	40000000	1.3310634407857191
FS300_nucl	RNH2A-KO T3-8	chr6	+	40000000	45000000	1.5735143745422788
FS300_nucl	RNH2A-KO T3-8	chr6	+	135000000	140000000	1.0684685593277665
FS300_nucl	RNH2A-KO T3-8	chr6	+	150000000	155000000	1.0838370021861676
FS300_nucl	RNH2A-KO T3-8	chr6	+	155000000	160000000	1.3204415603167385
FS300_nucl	RNH2A-KO T3-8	chr6	+	165000000	170000000	1.4982061102908102
FS300_nucl	RNH2A-KO T3-8	chr6	+	170000000	170805979	1.2859708078852905
FS300_nucl	RNH2A-KO T3-8	chr6	-	0	5000000	1.6060957899814425
FS300_nucl	RNH2A-KO T3-8	chr6	-	5000000	10000000	1.2321602158878189
FS300_nucl	RNH2A-KO T3-8	chr6	-	10000000	15000000	1.3704417877828043
FS300_nucl	RNH2A-KO T3-8	chr6	-	15000000	20000000	1.2162591361173267
FS300_nucl	RNH2A-KO T3-8	chr6	-	20000000	25000000	1.0571616052500696
FS300_nucl	RNH2A-KO T3-8	chr6	-	25000000	30000000	1.1507177764087895
FS300_nucl	RNH2A-KO T3-8	chr6	-	30000000	35000000	1.598203072204455
FS300_nucl	RNH2A-KO T3-8	chr6	-	35000000	40000000	1.3560151717728521
FS300_nucl	RNH2A-KO T3-8	chr6	-	40000000	45000000	1.5582479953993367
FS300_nucl	RNH2A-KO T3-8	chr6	-	135000000	140000000	1.0408557707217743
FS300_nucl	RNH2A-KO T3-8	chr6	-	150000000	155000000	1.1259988251292181
FS300_nucl	RNH2A-KO T3-8	chr6	-	155000000	160000000	1.4292468718794873
FS300_nucl	RNH2A-KO T3-8	chr6	-	165000000	170000000	1.4630149831011774
FS300_nucl	RNH2A-KO T3-8	chr6	-	170000000	170805979	1.1990839677846092
FS300_nucl	RNH2A-KO T3-8	chr7	+	0	5000000	2.3155409997840932
FS300_nucl	RNH2A-KO T3-8	chr7	+	5000000	10000000	1.117757557798315
FS300_nucl	RNH2A-KO T3-8	chr7	+	25000000	30000000	1.1491601199477108
FS300_nucl	RNH2A-KO T3-8	chr7	+	40000000	45000000	1.193644671121626
FS300_nucl	RNH2A-KO T3-8	chr7	+	65000000	70000000	1.1108692538429124
FS300_nucl	RNH2A-KO T3-8	chr7	+	70000000	75000000	1.2986768352140832
FS300_nucl	RNH2A-KO T3-8	chr7	+	95000000	100000000	1.166322994928938
FS300_nucl	RNH2A-KO T3-8	chr7	+	100000000	105000000	1.513516668242031
FS300_nucl	RNH2A-KO T3-8	chr7	+	125000000	130000000	1.0587728373738365
FS300_nucl	RNH2A-KO T3-8	chr7	+	130000000	135000000	1.2077685884754754
FS300_nucl	RNH2A-KO T3-8	chr7	+	135000000	140000000	1.5796501747041982
FS300_nucl	RNH2A-KO T3-8	chr7	+	140000000	145000000	1.4766150399097335
FS300_nucl	RNH2A-KO T3-8	chr7	+	145000000	150000000	1.417340894949304
FS300_nucl	RNH2A-KO T3-8	chr7	+	150000000	155000000	2.1039716640121684
FS300_nucl	RNH2A-KO T3-8	chr7	+	155000000	159345973	2.629178713939135
FS300_nucl	RNH2A-KO T3-8	chr7	-	0	5000000	2.196922092144536
FS300_nucl	RNH2A-KO T3-8	chr7	-	5000000	10000000	1.1002968980093126
FS300_nucl	RNH2A-KO T3-8	chr7	-	25000000	30000000	1.130133105869532
FS300_nucl	RNH2A-KO T3-8	chr7	-	40000000	45000000	1.1837342002231444
FS300_nucl	RNH2A-KO T3-8	chr7	-	65000000	70000000	1.1163425330504018
FS300_nucl	RNH2A-KO T3-8	chr7	-	70000000	75000000	1.3241841011777473
FS300_nucl	RNH2A-KO T3-8	chr7	-	95000000	100000000	1.1521633291152065
FS300_nucl	RNH2A-KO T3-8	chr7	-	100000000	105000000	1.4942389215596126
FS300_nucl	RNH2A-KO T3-8	chr7	-	125000000	130000000	1.0617873739106094
FS300_nucl	RNH2A-KO T3-8	chr7	-	130000000	135000000	1.2038273828422175
FS300_nucl	RNH2A-KO T3-8	chr7	-	135000000	140000000	1.5699280612671138
FS300_nucl	RNH2A-KO T3-8	chr7	-	140000000	145000000	1.4888614654917673
