Sample	Celltype	Chromosome	Strand	Start	End	EF
FS305_nucl	HEK293T	chr6	+	15000000	20000000	1.4274345439927527
FS305_nucl	HEK293T	chr6	+	25000000	30000000	1.2592262180230676
FS305_nucl	HEK293T	chr6	+	30000000	35000000	1.6657296724498074
FS305_nucl	HEK293T	chr6	+	35000000	40000000	1.4274345439927538
FS305_nucl	HEK293T	chr6	+	40000000	45000000	1.5068662534784392
FS305_nucl	HEK293T	chr6	+	135000000	140000000	1.2428726307760147
FS305_nucl	HEK293T	chr6	+	145000000	150000000	1.221846590029804
FS305_nucl	HEK293T	chr6	+	150000000	155000000	1.2942696192667522
FS305_nucl	HEK293T	chr6	+	155000000	160000000	1.586297962964124
FS305_nucl	HEK293T	chr6	+	160000000	165000000	1.3561796281305951
FS305_nucl	HEK293T	chr6	+	165000000	170000000	1.8549640391657054
FS305_nucl	HEK293T	chr6	+	170000000	170805979	1.3874813779847468
FS305_nucl	HEK293T	chr6	-	0	5000000	1.6190845352468064
FS305_nucl	HEK293T	chr6	-	5000000	10000000	1.2070175987348215
FS305_nucl	HEK293T	chr6	-	10000000	15000000	1.3762802213813874
FS305_nucl	HEK293T	chr6	-	15000000	20000000	1.3354237262598025
FS305_nucl	HEK293T	chr6	-	25000000	30000000	1.2070175987348215
FS305_nucl	HEK293T	chr6	-	30000000	35000000	1.5980726234699898
FS305_nucl	HEK293T	chr6	-	35000000	40000000	1.461495196920693
FS305_nucl	HEK293T	chr6	-	40000000	45000000	1.5408735302997723
FS305_nucl	HEK293T	chr6	-	135000000	140000000	1.2502087507204969
FS305_nucl	HEK293T	chr6	-	150000000	155000000	1.3727782360852516
FS305_nucl	HEK293T	chr6	-	155000000	160000000	1.710136152946338
FS305_nucl	HEK293T	chr6	-	160000000	165000000	1.300403873298444
FS305_nucl	HEK293T	chr6	-	165000000	170000000	1.7404866921795155
FS305_nucl	HEK293T	chr6	-	170000000	170805979	1.8110585265719226
FS305_nucl	HEK293T	chr7	+	0	5000000	1.8421147920430208
FS305_nucl	HEK293T	chr7	+	70000000	75000000	1.2019886626583827
FS305_nucl	HEK293T	chr7	+	100000000	105000000	1.2884290523928048
FS305_nucl	HEK293T	chr7	+	130000000	135000000	1.2300233836533303
FS305_nucl	HEK293T	chr7	+	135000000	140000000	1.7112860940665986
FS305_nucl	HEK293T	chr7	+	140000000	145000000	1.45897360511207
FS305_nucl	HEK293T	chr7	+	145000000	150000000	1.4064085032465414
FS305_nucl	HEK293T	chr7	+	150000000	155000000	1.992801417390861
FS305_nucl	HEK293T	chr7	+	155000000	159345973	2.392862524672712
FS305_nucl	HEK293T	chr7	-	0	5000000	1.8980760305056266
FS305_nucl	HEK293T	chr7	-	25000000	30000000	1.2642166919050397
FS305_nucl	HEK293T	chr7	-	40000000	45000000	1.2070175987348215
FS305_nucl	HEK293T	chr7	-	70000000	75000000	1.238535466400044
FS305_nucl	HEK293T	chr7	-	95000000	100000000	1.2245275252155008
FS305_nucl	HEK293T	chr7	-	100000000	105000000	1.3470970105802553
FS305_nucl	HEK293T	chr7	-	130000000	135000000	1.230364167375727
FS305_nucl	HEK293T	chr7	-	135000000	140000000	1.5665547558047677
FS305_nucl	HEK293T	chr7	-	140000000	145000000	1.466164510648874
FS305_nucl	HEK293T	chr7	-	145000000	150000000	1.4918457361538688
FS305_nucl	HEK293T	chr7	-	150000000	155000000	1.9225899275785767
FS305_nucl	HEK293T	chr7	-	155000000	159345973	2.337498848342314
FS305_nucl	HEK293T	chr8	+	140000000	145000000	1.9624304696463377
FS305_nucl	HEK293T	chr8	-	140000000	145000000	2.0194781874383354
FS305_nucl	HEK293T	chr9	+	75000000	80000000	1.2241828167793816
FS305_nucl	HEK293T	chr9	+	90000000	95000000	1.2954377326415416
FS305_nucl	HEK293T	chr9	+	95000000	100000000	1.2545537645239095
FS305_nucl	HEK293T	chr9	+	120000000	125000000	1.3024464128902786
FS305_nucl	HEK293T	chr9	+	125000000	130000000	1.7147904341909672
FS305_nucl	HEK293T	chr9	+	130000000	135000000	1.854964039165706
FS305_nucl	HEK293T	chr9	+	135000000	138394717	1.8947957117857495
FS305_nucl	HEK293T	chr9	-	75000000	80000000	1.2443721085602693
FS305_nucl	HEK293T	chr9	-	90000000	95000000	1.328419755667531
FS305_nucl	HEK293T	chr9	-	95000000	100000000	1.266551348769131
FS305_nucl	HEK293T	chr9	-	120000000	125000000	1.3260850988034403
FS305_nucl	HEK293T	chr9	-	125000000	130000000	1.6225865205429422
FS305_nucl	HEK293T	chr9	-	130000000	135000000	1.9365978687631227
FS305_nucl	HEK293T	chr9	-	135000000	138394717	1.9863539225501425
FS306_nucl	RNH2A-KO T3-8	chr1	+	0	5000000	1.5475106315067337
FS306_nucl	RNH2A-KO T3-8	chr1	+	5000000	10000000	1.4251830987100116
FS306_nucl	RNH2A-KO T3-8	chr1	+	15000000	20000000	1.4812230455201427
FS306_nucl	RNH2A-KO T3-8	chr1	+	20000000	25000000	1.332134534988646
FS306_nucl	RNH2A-KO T3-8	chr1	+	25000000	30000000	1.7886522208110236
FS306_nucl	RNH2A-KO T3-8	chr1	+	30000000	35000000	2.3605876027283696
FS306_nucl	RNH2A-KO T3-8	chr1	+	35000000	40000000	1.5400152154233875
FS306_nucl	RNH2A-KO T3-8	chr1	+	40000000	45000000	1.5017183238728713
FS306_nucl	RNH2A-KO T3-8	chr1	+	50000000	55000000	1.619361221617569
FS306_nucl	RNH2A-KO T3-8	chr1	+	55000000	60000000	1.5575825968685724
FS306_nucl	RNH2A-KO T3-8	chr1	+	60000000	65000000	1.537672897897359
FS306_nucl	RNH2A-KO T3-8	chr1	+	65000000	70000000	1.2286041003383381
FS306_nucl	RNH2A-KO T3-8	chr1	+	90000000	95000000	1.287923291684919
FS306_nucl	RNH2A-KO T3-8	chr1	+	110000000	115000000	1.5291819968655305
FS306_nucl	RNH2A-KO T3-8	chr1	+	115000000	120000000	1.2740450603432252
FS306_nucl	RNH2A-KO T3-8	chr1	+	150000000	155000000	1.890660149069437
FS306_nucl	RNH2A-KO T3-8	chr1	+	155000000	160000000	1.7815081523566914
FS306_nucl	RNH2A-KO T3-8	chr1	+	160000000	165000000	1.2509146747737439
FS306_nucl	RNH2A-KO T3-8	chr1	+	180000000	185000000	1.3138059003474967
FS306_nucl	RNH2A-KO T3-8	chr1	+	200000000	205000000	1.9668440266034062
FS306_nucl	RNH2A-KO T3-8	chr1	+	205000000	210000000	1.426178583658586
FS306_nucl	RNH2A-KO T3-8	chr1	+	210000000	215000000	1.2895629139531413
FS306_nucl	RNH2A-KO T3-8	chr1	+	220000000	225000000	1.439061330051727
FS306_nucl	RNH2A-KO T3-8	chr1	+	225000000	230000000	2.6800211553401234
FS306_nucl	RNH2A-KO T3-8	chr1	+	230000000	235000000	1.9826546699040741
FS306_nucl	RNH2A-KO T3-8	chr1	+	235000000	240000000	1.5564699960437682
FS306_nucl	RNH2A-KO T3-8	chr1	+	240000000	245000000	1.4990832166561083
FS306_nucl	RNH2A-KO T3-8	chr1	-	0	5000000	1.5877273819553408
FS306_nucl	RNH2A-KO T3-8	chr1	-	5000000	10000000	1.352430777946621
FS306_nucl	RNH2A-KO T3-8	chr1	-	15000000	20000000	1.4184840614802603
FS306_nucl	RNH2A-KO T3-8	chr1	-	20000000	25000000	1.3048584219329726
FS306_nucl	RNH2A-KO T3-8	chr1	-	25000000	30000000	1.9002124655743842
FS306_nucl	RNH2A-KO T3-8	chr1	-	30000000	35000000	2.25997840792765
FS306_nucl	RNH2A-KO T3-8	chr1	-	35000000	40000000	1.5727444217892121
FS306_nucl	RNH2A-KO T3-8	chr1	-	40000000	45000000	1.582771928203865
FS306_nucl	RNH2A-KO T3-8	chr1	-	50000000	55000000	1.557644862711423
FS306_nucl	RNH2A-KO T3-8	chr1	-	55000000	60000000	1.5440027900309714
FS306_nucl	RNH2A-KO T3-8	chr1	-	60000000	65000000	1.579915254864799
FS306_nucl	RNH2A-KO T3-8	chr1	-	65000000	70000000	1.303517534447304
FS306_nucl	RNH2A-KO T3-8	chr1	-	90000000	95000000	1.2206740076147162
FS306_nucl	RNH2A-KO T3-8	chr1	-	110000000	115000000	1.500686294297975
FS306_nucl	RNH2A-KO T3-8	chr1	-	115000000	120000000	1.2788568646019896
FS306_nucl	RNH2A-KO T3-8	chr1	-	150000000	155000000	1.87980765600969
FS306_nucl	RNH2A-KO T3-8	chr1	-	155000000	160000000	1.7725949566113433
FS306_nucl	RNH2A-KO T3-8	chr1	-	160000000	165000000	1.2767580841896438
FS306_nucl	RNH2A-KO T3-8	chr1	-	180000000	185000000	1.3647902625972201
FS306_nucl	RNH2A-KO T3-8	chr1	-	200000000	205000000	1.9809572119945869
FS306_nucl	RNH2A-KO T3-8	chr1	-	205000000	210000000	1.4192419544069832
FS306_nucl	RNH2A-KO T3-8	chr1	-	210000000	215000000	1.3450267470474389
FS306_nucl	RNH2A-KO T3-8	chr1	-	220000000	225000000	1.4010525241664702
FS306_nucl	RNH2A-KO T3-8	chr1	-	225000000	230000000	2.6044698928353283
FS306_nucl	RNH2A-KO T3-8	chr1	-	230000000	235000000	2.0320858348180844
FS306_nucl	RNH2A-KO T3-8	chr1	-	235000000	240000000	1.5543217937251466
FS306_nucl	RNH2A-KO T3-8	chr1	-	240000000	245000000	1.4861114303232035
FS306_nucl	RNH2A-KO T3-8	chr10	+	0	5000000	1.2038340925006297
FS306_nucl	RNH2A-KO T3-8	chr10	+	10000000	15000000	1.3050222096249025
FS306_nucl	RNH2A-KO T3-8	chr10	+	70000000	75000000	1.6106946467712393
FS306_nucl	RNH2A-KO T3-8	chr10	+	75000000	80000000	1.4669934665495803
FS306_nucl	RNH2A-KO T3-8	chr10	+	95000000	100000000	1.3645170747859698
FS306_nucl	RNH2A-KO T3-8	chr10	+	100000000	105000000	1.7091890987405847
FS306_nucl	RNH2A-KO T3-8	chr10	+	115000000	120000000	1.223392443842938
FS306_nucl	RNH2A-KO T3-8	chr10	+	120000000	125000000	1.4600836298478002
FS306_nucl	RNH2A-KO T3-8	chr10	+	125000000	130000000	1.2554236360113205
FS306_nucl	RNH2A-KO T3-8	chr10	+	130000000	133797422	1.8007034439705512
FS306_nucl	RNH2A-KO T3-8	chr10	-	10000000	15000000	1.3235142478206747
FS306_nucl	RNH2A-KO T3-8	chr10	-	70000000	75000000	1.6198503821557086
FS306_nucl	RNH2A-KO T3-8	chr10	-	75000000	80000000	1.5161356501112455
FS306_nucl	RNH2A-KO T3-8	chr10	-	95000000	100000000	1.3053248175801886
FS306_nucl	RNH2A-KO T3-8	chr10	-	100000000	105000000	1.7329513265999008
FS306_nucl	RNH2A-KO T3-8	chr10	-	115000000	120000000	1.2477249551519038
FS306_nucl	RNH2A-KO T3-8	chr10	-	120000000	125000000	1.4333504227345446
FS306_nucl	RNH2A-KO T3-8	chr10	-	125000000	130000000	1.3162851152891901
FS306_nucl	RNH2A-KO T3-8	chr10	-	130000000	133797422	1.9303206462464426
FS306_nucl	RNH2A-KO T3-8	chr11	+	0	5000000	2.002798600627952
FS306_nucl	RNH2A-KO T3-8	chr11	+	45000000	50000000	1.3053149993156812
FS306_nucl	RNH2A-KO T3-8	chr11	+	60000000	65000000	1.9774430134087246
FS306_nucl	RNH2A-KO T3-8	chr11	+	65000000	70000000	2.2377330484882867
FS306_nucl	RNH2A-KO T3-8	chr11	+	70000000	75000000	1.6509239502807058
FS306_nucl	RNH2A-KO T3-8	chr11	+	75000000	80000000	1.436484780773076
FS306_nucl	RNH2A-KO T3-8	chr11	+	115000000	120000000	1.6525635725489196
FS306_nucl	RNH2A-KO T3-8	chr11	+	125000000	130000000	1.2144916372440384
FS306_nucl	RNH2A-KO T3-8	chr11	-	0	5000000	1.992966899909856
FS306_nucl	RNH2A-KO T3-8	chr11	-	45000000	50000000	1.2712779353351253
FS306_nucl	RNH2A-KO T3-8	chr11	-	60000000	65000000	1.9004456633979991
FS306_nucl	RNH2A-KO T3-8	chr11	-	65000000	70000000	2.3555895156021123
FS306_nucl	RNH2A-KO T3-8	chr11	-	70000000	75000000	1.557469964343662
FS306_nucl	RNH2A-KO T3-8	chr11	-	75000000	80000000	1.3910833172077042
FS306_nucl	RNH2A-KO T3-8	chr11	-	115000000	120000000	1.6000868666059067
FS306_nucl	RNH2A-KO T3-8	chr11	-	120000000	125000000	1.22044080979113
FS306_nucl	RNH2A-KO T3-8	chr11	-	125000000	130000000	1.2505233290350595
FS306_nucl	RNH2A-KO T3-8	chr11	-	130000000	135000000	1.2095388115379955
FS306_nucl	RNH2A-KO T3-8	chr12	+	0	5000000	1.4872545131496713
FS306_nucl	RNH2A-KO T3-8	chr12	+	5000000	10000000	1.2841755836433204
FS306_nucl	RNH2A-KO T3-8	chr12	+	45000000	50000000	1.3287967325140886
FS306_nucl	RNH2A-KO T3-8	chr12	+	50000000	55000000	1.6347034014129829
FS306_nucl	RNH2A-KO T3-8	chr12	+	55000000	60000000	1.2424823316800695
FS306_nucl	RNH2A-KO T3-8	chr12	+	105000000	110000000	1.2876890599323325
FS306_nucl	RNH2A-KO T3-8	chr12	+	110000000	115000000	1.480403234386047
FS306_nucl	RNH2A-KO T3-8	chr12	+	115000000	120000000	1.4696285737663317
FS306_nucl	RNH2A-KO T3-8	chr12	+	120000000	125000000	2.469915273255596
FS306_nucl	RNH2A-KO T3-8	chr12	+	130000000	133275309	2.1869718632371233
FS306_nucl	RNH2A-KO T3-8	chr12	-	0	5000000	1.621599365832667
FS306_nucl	RNH2A-KO T3-8	chr12	-	5000000	10000000	1.2463840676662419
FS306_nucl	RNH2A-KO T3-8	chr12	-	45000000	50000000	1.2437605921507653
FS306_nucl	RNH2A-KO T3-8	chr12	-	50000000	55000000	1.7067165714453096
FS306_nucl	RNH2A-KO T3-8	chr12	-	55000000	60000000	1.2209072054383496
FS306_nucl	RNH2A-KO T3-8	chr12	-	105000000	110000000	1.30153535294674
FS306_nucl	RNH2A-KO T3-8	chr12	-	110000000	115000000	1.5147947626255405
FS306_nucl	RNH2A-KO T3-8	chr12	-	115000000	120000000	1.4458265062969402
FS306_nucl	RNH2A-KO T3-8	chr12	-	120000000	125000000	2.331628439227586
FS306_nucl	RNH2A-KO T3-8	chr12	-	130000000	133275309	2.149120528955731
FS306_nucl	RNH2A-KO T3-8	chr13	+	60000000	65000000	1.2223384009562253
FS306_nucl	RNH2A-KO T3-8	chr13	+	65000000	70000000	1.3814403189114723
FS306_nucl	RNH2A-KO T3-8	chr13	+	70000000	75000000	1.2993420896242962
FS306_nucl	RNH2A-KO T3-8	chr13	+	75000000	80000000	1.466407887168034
FS306_nucl	RNH2A-KO T3-8	chr13	-	60000000	65000000	1.2359484650602812
FS306_nucl	RNH2A-KO T3-8	chr13	-	65000000	70000000	1.373185384246682
FS306_nucl	RNH2A-KO T3-8	chr13	-	70000000	75000000	1.2611921294645736
FS306_nucl	RNH2A-KO T3-8	chr13	-	75000000	80000000	1.4520645480781227
FS306_nucl	RNH2A-KO T3-8	chr13	-	90000000	95000000	1.2787985651460885
FS306_nucl	RNH2A-KO T3-8	chr14	+	90000000	95000000	1.2500363057014625
FS306_nucl	RNH2A-KO T3-8	chr14	+	100000000	105000000	1.6231674875972921
FS306_nucl	RNH2A-KO T3-8	chr14	-	100000000	105000000	1.7353999037476389
FS306_nucl	RNH2A-KO T3-8	chr15	+	65000000	70000000	1.8638406133964156
FS306_nucl	RNH2A-KO T3-8	chr15	+	70000000	75000000	1.9366281305177022
FS306_nucl	RNH2A-KO T3-8	chr15	+	75000000	80000000	1.9686593226860913
FS306_nucl	RNH2A-KO T3-8	chr15	+	80000000	85000000	1.3641657271570569
FS306_nucl	RNH2A-KO T3-8	chr15	+	85000000	90000000	1.495979645934155
FS306_nucl	RNH2A-KO T3-8	chr15	+	90000000	95000000	1.4830383416028552
FS306_nucl	RNH2A-KO T3-8	chr15	+	95000000	100000000	1.2429507951852463
FS306_nucl	RNH2A-KO T3-8	chr15	+	100000000	101991189	2.0118214239233856
FS306_nucl	RNH2A-KO T3-8	chr15	-	65000000	70000000	1.971221202859431
FS306_nucl	RNH2A-KO T3-8	chr15	-	70000000	75000000	1.8962481025732398
FS306_nucl	RNH2A-KO T3-8	chr15	-	75000000	80000000	1.9023695454426437
FS306_nucl	RNH2A-KO T3-8	chr15	-	80000000	85000000	1.405658181182479
FS306_nucl	RNH2A-KO T3-8	chr15	-	85000000	90000000	1.454338226858223
FS306_nucl	RNH2A-KO T3-8	chr15	-	90000000	95000000	1.5151445593609683
FS306_nucl	RNH2A-KO T3-8	chr15	-	95000000	100000000	1.2527970078151194
FS306_nucl	RNH2A-KO T3-8	chr15	-	100000000	101991189	1.8716789508586598
FS306_nucl	RNH2A-KO T3-8	chr16	+	0	5000000	2.8742578361858144
FS306_nucl	RNH2A-KO T3-8	chr16	+	10000000	15000000	1.3556162681870614
FS306_nucl	RNH2A-KO T3-8	chr16	+	25000000	30000000	1.473434839746149
FS306_nucl	RNH2A-KO T3-8	chr16	+	30000000	35000000	1.3546793411767972
FS306_nucl	RNH2A-KO T3-8	chr16	+	55000000	60000000	1.3949672026242947
FS306_nucl	RNH2A-KO T3-8	chr16	+	65000000	70000000	1.7336077589494365
FS306_nucl	RNH2A-KO T3-8	chr16	+	70000000	75000000	1.301508733335867
FS306_nucl	RNH2A-KO T3-8	chr16	+	80000000	85000000	1.4651781704669102
FS306_nucl	RNH2A-KO T3-8	chr16	+	85000000	90000000	2.6015535182182505
FS306_nucl	RNH2A-KO T3-8	chr16	-	0	5000000	2.8962586696102557
FS306_nucl	RNH2A-KO T3-8	chr16	-	10000000	15000000	1.4071739670358623
FS306_nucl	RNH2A-KO T3-8	chr16	-	20000000	25000000	1.223647279865569
FS306_nucl	RNH2A-KO T3-8	chr16	-	25000000	30000000	1.4761422233644754
FS306_nucl	RNH2A-KO T3-8	chr16	-	30000000	35000000	1.4288030651745625
FS306_nucl	RNH2A-KO T3-8	chr16	-	55000000	60000000	1.4250136005409986
FS306_nucl	RNH2A-KO T3-8	chr16	-	65000000	70000000	1.8022693796639313
FS306_nucl	RNH2A-KO T3-8	chr16	-	70000000	75000000	1.2109379984795718
FS306_nucl	RNH2A-KO T3-8	chr16	-	80000000	85000000	1.5020854812395812
FS306_nucl	RNH2A-KO T3-8	chr16	-	85000000	90000000	2.6659175193529583
FS306_nucl	RNH2A-KO T3-8	chr17	+	0	5000000	2.1871975478643035
FS306_nucl	RNH2A-KO T3-8	chr17	+	5000000	10000000	1.8579848195813669
FS306_nucl	RNH2A-KO T3-8	chr17	+	15000000	20000000	1.6043703894509824
FS306_nucl	RNH2A-KO T3-8	chr17	+	30000000	35000000	1.3300264492152207
FS306_nucl	RNH2A-KO T3-8	chr17	+	35000000	40000000	1.5250829411950164
FS306_nucl	RNH2A-KO T3-8	chr17	+	40000000	45000000	2.083842787028428
FS306_nucl	RNH2A-KO T3-8	chr17	+	45000000	50000000	1.6833064900780272
FS306_nucl	RNH2A-KO T3-8	chr17	+	55000000	60000000	1.3083600120994983
FS306_nucl	RNH2A-KO T3-8	chr17	+	60000000	65000000	1.3379317708655631
FS306_nucl	RNH2A-KO T3-8	chr17	+	65000000	70000000	1.2394373188961987
FS306_nucl	RNH2A-KO T3-8	chr17	+	70000000	75000000	1.5510241077957734
FS306_nucl	RNH2A-KO T3-8	chr17	+	75000000	80000000	2.5732114761533373
FS306_nucl	RNH2A-KO T3-8	chr17	+	80000000	83257441	2.814657624595815
FS306_nucl	RNH2A-KO T3-8	chr17	-	0	5000000	2.055230718810045
FS306_nucl	RNH2A-KO T3-8	chr17	-	5000000	10000000	1.8456441748528232
FS306_nucl	RNH2A-KO T3-8	chr17	-	15000000	20000000	1.6088317849907916
FS306_nucl	RNH2A-KO T3-8	chr17	-	30000000	35000000	1.3827464950141326
FS306_nucl	RNH2A-KO T3-8	chr17	-	35000000	40000000	1.550240831812209
FS306_nucl	RNH2A-KO T3-8	chr17	-	40000000	45000000	2.0451449129395063
FS306_nucl	RNH2A-KO T3-8	chr17	-	45000000	50000000	1.6814729070410288
FS306_nucl	RNH2A-KO T3-8	chr17	-	55000000	60000000	1.334416246073824
FS306_nucl	RNH2A-KO T3-8	chr17	-	60000000	65000000	1.3590186164632183
FS306_nucl	RNH2A-KO T3-8	chr17	-	65000000	70000000	1.2385719405757307
FS306_nucl	RNH2A-KO T3-8	chr17	-	70000000	75000000	1.4283366695272657
FS306_nucl	RNH2A-KO T3-8	chr17	-	75000000	80000000	2.5572473335570574
FS306_nucl	RNH2A-KO T3-8	chr17	-	80000000	83257441	2.91287659881025
FS306_nucl	RNH2A-KO T3-8	chr18	+	20000000	25000000	1.2663739704455048
FS306_nucl	RNH2A-KO T3-8	chr18	+	30000000	35000000	1.326747204678798
FS306_nucl	RNH2A-KO T3-8	chr18	+	35000000	40000000	1.6656219927565352
FS306_nucl	RNH2A-KO T3-8	chr18	-	20000000	25000000	1.3159936180097271
FS306_nucl	RNH2A-KO T3-8	chr18	-	30000000	35000000	1.305499715947867
FS306_nucl	RNH2A-KO T3-8	chr18	-	35000000	40000000	1.7571456007980508
FS306_nucl	RNH2A-KO T3-8	chr19	+	0	5000000	2.7773444485465095
FS306_nucl	RNH2A-KO T3-8	chr19	+	5000000	10000000	1.8993267239157317
FS306_nucl	RNH2A-KO T3-8	chr19	+	10000000	15000000	2.0297352521772214
FS306_nucl	RNH2A-KO T3-8	chr19	+	15000000	20000000	2.220809804362759
FS306_nucl	RNH2A-KO T3-8	chr19	+	30000000	35000000	1.3339498310713254
FS306_nucl	RNH2A-KO T3-8	chr19	+	35000000	40000000	1.5907263898618833
FS306_nucl	RNH2A-KO T3-8	chr19	+	40000000	45000000	1.6523878987344827
FS306_nucl	RNH2A-KO T3-8	chr19	+	45000000	50000000	2.126355850125763
FS306_nucl	RNH2A-KO T3-8	chr19	+	50000000	55000000	1.3566117531356252
FS306_nucl	RNH2A-KO T3-8	chr19	+	55000000	58617616	1.4948388116754157
FS306_nucl	RNH2A-KO T3-8	chr19	-	0	5000000	2.772314026368818
FS306_nucl	RNH2A-KO T3-8	chr19	-	5000000	10000000	1.8907096542628246
FS306_nucl	RNH2A-KO T3-8	chr19	-	10000000	15000000	2.079599891375864
FS306_nucl	RNH2A-KO T3-8	chr19	-	15000000	20000000	2.176260389256533
FS306_nucl	RNH2A-KO T3-8	chr19	-	30000000	35000000	1.3782574369099154
FS306_nucl	RNH2A-KO T3-8	chr19	-	35000000	40000000	1.6261467233928208
FS306_nucl	RNH2A-KO T3-8	chr19	-	40000000	45000000	1.5922164400595222
FS306_nucl	RNH2A-KO T3-8	chr19	-	45000000	50000000	2.2386991065244404
FS306_nucl	RNH2A-KO T3-8	chr19	-	50000000	55000000	1.3426364693555874
FS306_nucl	RNH2A-KO T3-8	chr19	-	55000000	58617616	1.5319457115024342
FS306_nucl	RNH2A-KO T3-8	chr2	+	0	5000000	1.319603136224431
FS306_nucl	RNH2A-KO T3-8	chr2	+	25000000	30000000	1.5978119003780893
FS306_nucl	RNH2A-KO T3-8	chr2	+	70000000	75000000	1.5140740488226558
FS306_nucl	RNH2A-KO T3-8	chr2	+	95000000	100000000	1.2762702619929747
FS306_nucl	RNH2A-KO T3-8	chr2	+	215000000	220000000	1.4750744620143559
FS306_nucl	RNH2A-KO T3-8	chr2	+	230000000	235000000	1.4470252096401865
FS306_nucl	RNH2A-KO T3-8	chr2	+	235000000	240000000	1.6326538735776992
FS306_nucl	RNH2A-KO T3-8	chr2	+	240000000	242193529	2.0890965429442274
FS306_nucl	RNH2A-KO T3-8	chr2	-	0	5000000	1.278215570587098
FS306_nucl	RNH2A-KO T3-8	chr2	-	10000000	15000000	1.2122205865094036
FS306_nucl	RNH2A-KO T3-8	chr2	-	25000000	30000000	1.602593743209565
FS306_nucl	RNH2A-KO T3-8	chr2	-	70000000	75000000	1.5092563143151296
FS306_nucl	RNH2A-KO T3-8	chr2	-	95000000	100000000	1.240554122076316
FS306_nucl	RNH2A-KO T3-8	chr2	-	215000000	220000000	1.4930490655751987
FS306_nucl	RNH2A-KO T3-8	chr2	-	230000000	235000000	1.5298943217034051
FS306_nucl	RNH2A-KO T3-8	chr2	-	235000000	240000000	1.7779002070980687
FS306_nucl	RNH2A-KO T3-8	chr2	-	240000000	242193529	2.012613876194146
FS306_nucl	RNH2A-KO T3-8	chr20	+	60000000	64444167	1.6089457390806485
FS306_nucl	RNH2A-KO T3-8	chr20	-	35000000	40000000	1.2428278008563636
FS306_nucl	RNH2A-KO T3-8	chr20	-	60000000	64444167	1.6816435008776713
FS306_nucl	RNH2A-KO T3-8	chr21	+	30000000	35000000	1.275274777044384
FS306_nucl	RNH2A-KO T3-8	chr21	+	40000000	45000000	1.2104511395116455
FS306_nucl	RNH2A-KO T3-8	chr21	+	45000000	46709983	1.3519094025943115
FS306_nucl	RNH2A-KO T3-8	chr21	-	30000000	35000000	1.2399128280614105
FS306_nucl	RNH2A-KO T3-8	chr21	-	40000000	45000000	1.2167679440694852
FS306_nucl	RNH2A-KO T3-8	chr21	-	45000000	46709983	1.532477989071122
FS306_nucl	RNH2A-KO T3-8	chr22	+	15000000	20000000	1.3604180191155149
FS306_nucl	RNH2A-KO T3-8	chr22	+	20000000	25000000	2.0336586340333143
FS306_nucl	RNH2A-KO T3-8	chr22	+	25000000	30000000	1.7363599820424842
FS306_nucl	RNH2A-KO T3-8	chr22	+	30000000	35000000	1.6359916760523057
FS306_nucl	RNH2A-KO T3-8	chr22	+	35000000	40000000	2.64851698461507
FS306_nucl	RNH2A-KO T3-8	chr22	+	40000000	45000000	2.4522893338722573
FS306_nucl	RNH2A-KO T3-8	chr22	+	45000000	50000000	2.2889126864319556
FS306_nucl	RNH2A-KO T3-8	chr22	+	50000000	50818468	2.9231567867058352
FS306_nucl	RNH2A-KO T3-8	chr22	-	15000000	20000000	1.2216650983650816
FS306_nucl	RNH2A-KO T3-8	chr22	-	20000000	25000000	2.1588288519427286
FS306_nucl	RNH2A-KO T3-8	chr22	-	25000000	30000000	1.7026356095323727
FS306_nucl	RNH2A-KO T3-8	chr22	-	30000000	35000000	1.6428786672358373
FS306_nucl	RNH2A-KO T3-8	chr22	-	35000000	40000000	2.5706562084138573
FS306_nucl	RNH2A-KO T3-8	chr22	-	40000000	45000000	2.327605776770555
FS306_nucl	RNH2A-KO T3-8	chr22	-	45000000	50000000	2.340664854891954
FS306_nucl	RNH2A-KO T3-8	chr22	-	50000000	50818468	3.0046084299037465
FS306_nucl	RNH2A-KO T3-8	chr3	+	5000000	10000000	1.226261782812342
FS306_nucl	RNH2A-KO T3-8	chr3	+	10000000	15000000	2.403686245207221
FS306_nucl	RNH2A-KO T3-8	chr3	+	30000000	35000000	1.2374463489990788
FS306_nucl	RNH2A-KO T3-8	chr3	+	35000000	40000000	1.367386413755338
FS306_nucl	RNH2A-KO T3-8	chr3	+	40000000	45000000	1.5035921778936996
FS306_nucl	RNH2A-KO T3-8	chr3	+	45000000	50000000	2.5504324382127423
FS306_nucl	RNH2A-KO T3-8	chr3	+	50000000	55000000	2.318308771383598
FS306_nucl	RNH2A-KO T3-8	chr3	+	55000000	60000000	1.5018939976873267
FS306_nucl	RNH2A-KO T3-8	chr3	+	70000000	75000000	1.3175536083891504
FS306_nucl	RNH2A-KO T3-8	chr3	+	125000000	130000000	1.7333149692586438
FS306_nucl	RNH2A-KO T3-8	chr3	-	10000000	15000000	2.464259701398012
FS306_nucl	RNH2A-KO T3-8	chr3	-	30000000	35000000	1.2446933834451417
FS306_nucl	RNH2A-KO T3-8	chr3	-	35000000	40000000	1.4067658708445852
FS306_nucl	RNH2A-KO T3-8	chr3	-	40000000	45000000	1.4816223722189754
FS306_nucl	RNH2A-KO T3-8	chr3	-	45000000	50000000	2.3578048949262835
