Sample	Celltype	Chromosome	Strand	Start	End	Count	EF
FS305_nucl	HEK293T	chr6	+	15000000.0	20000000	1222	1.4269547827823215
FS305_nucl	HEK293T	chr6	+	25000000.0	30000000	1078	1.2588029916852232
FS305_nucl	HEK293T	chr6	+	30000000.0	35000000	1426	1.6651698201698777
FS305_nucl	HEK293T	chr6	+	35000000.0	40000000	1222	1.4269547827823215
FS305_nucl	HEK293T	chr6	+	40000000.0	45000000	1290	1.5063597952448402
FS305_nucl	HEK293T	chr6	+	135000000.0	140000000	1064	1.2424549008841164
FS305_nucl	HEK293T	chr6	+	145000000.0	150000000	1046	1.221435926996979
FS305_nucl	HEK293T	chr6	+	150000000.0	155000000	1108	1.293834614830452
FS305_nucl	HEK293T	chr6	+	155000000.0	160000000	1358	1.585764807707359
FS305_nucl	HEK293T	chr6	+	160000000.0	165000000	1161	1.3557238157203564
FS305_nucl	HEK293T	chr6	+	165000000.0	170000000	1588	1.8543405851541137
FS305_nucl	HEK293T	chr6	+	170000000.0	170805979	216	1.5647286507815197
FS305_nucl	HEK293T	chr6	-	0.0	5000000	1387	1.6196287100810804
FS305_nucl	HEK293T	chr6	-	5000000.0	10000000	1034	1.2074232777388876
FS305_nucl	HEK293T	chr6	-	10000000.0	15000000	1179	1.3767427896074937
FS305_nucl	HEK293T	chr6	-	15000000.0	20000000	1144	1.3358725626047268
FS305_nucl	HEK293T	chr6	-	25000000.0	30000000	1034	1.2074232777388876
FS305_nucl	HEK293T	chr6	-	30000000.0	35000000	1369	1.5986097361939429
FS305_nucl	HEK293T	chr6	-	35000000.0	40000000	1252	1.4619864059275505
FS305_nucl	HEK293T	chr6	-	40000000.0	45000000	1320	1.5413914183900692
FS305_nucl	HEK293T	chr6	-	135000000.0	140000000	1071	1.2506289462846698
FS305_nucl	HEK293T	chr6	-	150000000.0	155000000	1176	1.3732396272929708
FS305_nucl	HEK293T	chr6	-	155000000.0	160000000	1465	1.7107109302586754
FS305_nucl	HEK293T	chr6	-	160000000.0	165000000	1114	1.3008409394594977
FS305_nucl	HEK293T	chr6	-	165000000.0	170000000	1491	1.7410716703178735
FS305_nucl	HEK293T	chr6	-	170000000.0	170805979	290	2.10079309595667
FS305_nucl	HEK293T	chr7	+	0.0	5000000	1577	1.8414956566675298
FS305_nucl	HEK293T	chr7	+	70000000.0	75000000	1029	1.2015846738813494
FS305_nucl	HEK293T	chr7	+	100000000.0	105000000	1103	1.2879960109729138
FS305_nucl	HEK293T	chr7	+	130000000.0	135000000	1053	1.2296099723975324
FS305_nucl	HEK293T	chr7	+	135000000.0	140000000	1465	1.7107109302586754
FS305_nucl	HEK293T	chr7	+	140000000.0	145000000	1249	1.4584832436130275
FS305_nucl	HEK293T	chr7	+	145000000.0	150000000	1204	1.4059358088951843
FS305_nucl	HEK293T	chr7	+	150000000.0	155000000	1706	1.9921316361920136
FS305_nucl	HEK293T	chr7	+	155000000.0	159345973	1796	2.4128388575213195
FS305_nucl	HEK293T	chr7	-	0.0	5000000	1626	1.8987139744714034
FS305_nucl	HEK293T	chr7	-	25000000.0	30000000	1083	1.2646415955427615
FS305_nucl	HEK293T	chr7	-	40000000.0	45000000	1034	1.2074232777388876
FS305_nucl	HEK293T	chr7	-	70000000.0	75000000	1061	1.2389517385695936
FS305_nucl	HEK293T	chr7	-	95000000.0	100000000	1049	1.224939089311502
FS305_nucl	HEK293T	chr7	-	100000000.0	105000000	1154	1.347549770319803
FS305_nucl	HEK293T	chr7	-	130000000.0	135000000	1054	1.2307776931690402
FS305_nucl	HEK293T	chr7	-	135000000.0	140000000	1342	1.567081275363237
FS305_nucl	HEK293T	chr7	-	140000000.0	145000000	1256	1.466657289013581
FS305_nucl	HEK293T	chr7	-	145000000.0	150000000	1278	1.4923471459867488
FS305_nucl	HEK293T	chr7	-	150000000.0	155000000	1647	1.9232361106730635
FS305_nucl	HEK293T	chr7	-	155000000.0	159345973	1755	2.3577573468540733
FS305_nucl	HEK293T	chr8	+	140000000.0	145000000	1680	1.9617708961328153
FS305_nucl	HEK293T	chr8	-	140000000.0	145000000	1730	2.0201569347081967
FS305_nucl	HEK293T	chr9	+	75000000.0	80000000	1048	1.2237713685399942
FS305_nucl	HEK293T	chr9	+	90000000.0	95000000	1109	1.2950023356019595
FS305_nucl	HEK293T	chr9	+	95000000.0	100000000	1074	1.2541321085991926
FS305_nucl	HEK293T	chr9	+	120000000.0	125000000	1115	1.3020086602310055
FS305_nucl	HEK293T	chr9	+	125000000.0	130000000	1468	1.7142140925731981
FS305_nucl	HEK293T	chr9	+	130000000.0	135000000	1588	1.8543405851541137
FS305_nucl	HEK293T	chr9	+	135000000.0	138394717	1124	1.9331775626283045
FS305_nucl	HEK293T	chr9	-	75000000.0	80000000	1066	1.2447903424271316
FS305_nucl	HEK293T	chr9	-	90000000.0	95000000	1138	1.3288662379756808
FS305_nucl	HEK293T	chr9	-	95000000.0	100000000	1085	1.2669770370857765
FS305_nucl	HEK293T	chr9	-	120000000.0	125000000	1136	1.3265307964326656
FS305_nucl	HEK293T	chr9	-	125000000.0	130000000	1390	1.623131872395603
FS305_nucl	HEK293T	chr9	-	130000000.0	135000000	1659	1.937248759931155
FS305_nucl	HEK293T	chr9	-	135000000.0	138394717	1177	2.024332732396365
FS306_nucl	RNH2A-KO T3-8	chr1	+	0.0	5000000	26427	1.5440876214729886
FS306_nucl	RNH2A-KO T3-8	chr1	+	5000000.0	10000000	24338	1.4220306705796948
FS306_nucl	RNH2A-KO T3-8	chr1	+	15000000.0	20000000	25295	1.4779466600506772
FS306_nucl	RNH2A-KO T3-8	chr1	+	20000000.0	25000000	22749	1.329187925261627
FS306_nucl	RNH2A-KO T3-8	chr1	+	25000000.0	30000000	30545	1.784695818590549
FS306_nucl	RNH2A-KO T3-8	chr1	+	30000000.0	35000000	40312	2.3553661102970116
FS306_nucl	RNH2A-KO T3-8	chr1	+	35000000.0	40000000	26299	1.5366087848457308
FS306_nucl	RNH2A-KO T3-8	chr1	+	40000000.0	45000000	25645	1.4983966039533354
FS306_nucl	RNH2A-KO T3-8	chr1	+	50000000.0	55000000	27654	1.6157792819545929
FS306_nucl	RNH2A-KO T3-8	chr1	+	55000000.0	60000000	26599	1.5541373081908665
FS306_nucl	RNH2A-KO T3-8	chr1	+	60000000.0	65000000	26259	1.5342716483997128
FS306_nucl	RNH2A-KO T3-8	chr1	+	65000000.0	70000000	20981	1.2258864943476284
FS306_nucl	RNH2A-KO T3-8	chr1	+	90000000.0	95000000	21994	1.2850744748430358
FS306_nucl	RNH2A-KO T3-8	chr1	+	110000000.0	115000000	26114	1.5257995287828972
FS306_nucl	RNH2A-KO T3-8	chr1	+	115000000.0	120000000	21757	1.271226941400379
FS306_nucl	RNH2A-KO T3-8	chr1	+	150000000.0	155000000	32287	1.886478110814636
FS306_nucl	RNH2A-KO T3-8	chr1	+	155000000.0	160000000	30423	1.777567552430194
FS306_nucl	RNH2A-KO T3-8	chr1	+	160000000.0	165000000	21362	1.2481477189959505
FS306_nucl	RNH2A-KO T3-8	chr1	+	180000000.0	185000000	22436	1.3108998325715358
FS306_nucl	RNH2A-KO T3-8	chr1	+	200000000.0	205000000	33588	1.9624934737213737
FS306_nucl	RNH2A-KO T3-8	chr1	+	205000000.0	210000000	24355	1.4230239535692528
FS306_nucl	RNH2A-KO T3-8	chr1	+	210000000.0	215000000	22022	1.2867104703552488
FS306_nucl	RNH2A-KO T3-8	chr1	+	220000000.0	225000000	24575	1.4358782040223521
FS306_nucl	RNH2A-KO T3-8	chr1	+	225000000.0	230000000	45767	2.674093093122726
FS306_nucl	RNH2A-KO T3-8	chr1	+	230000000.0	235000000	33858	1.9782691447319958
FS306_nucl	RNH2A-KO T3-8	chr1	+	235000000.0	240000000	26580	1.553027168379008
FS306_nucl	RNH2A-KO T3-8	chr1	+	240000000.0	245000000	25600	1.495767325451565
FS306_nucl	RNH2A-KO T3-8	chr1	-	0.0	5000000	27234	1.5912393492714032
FS306_nucl	RNH2A-KO T3-8	chr1	-	5000000.0	10000000	23198	1.3554222818681798
FS306_nucl	RNH2A-KO T3-8	chr1	-	15000000.0	20000000	24331	1.4216216717016419
FS306_nucl	RNH2A-KO T3-8	chr1	-	20000000.0	25000000	22382	1.3077446983694114
FS306_nucl	RNH2A-KO T3-8	chr1	-	25000000.0	30000000	32594	1.9044156330378246
FS306_nucl	RNH2A-KO T3-8	chr1	-	30000000.0	35000000	38765	2.2649773582472625
FS306_nucl	RNH2A-KO T3-8	chr1	-	35000000.0	40000000	26977	1.5762232476057372
FS306_nucl	RNH2A-KO T3-8	chr1	-	40000000.0	45000000	27149	1.5862729343236148
FS306_nucl	RNH2A-KO T3-8	chr1	-	50000000.0	55000000	26718	1.5610902891177703
FS306_nucl	RNH2A-KO T3-8	chr1	-	55000000.0	60000000	26484	1.5474180409085645
FS306_nucl	RNH2A-KO T3-8	chr1	-	60000000.0	65000000	27100	1.5834099421772427
FS306_nucl	RNH2A-KO T3-8	chr1	-	65000000.0	70000000	22359	1.306400844912951
FS306_nucl	RNH2A-KO T3-8	chr1	-	90000000.0	95000000	20938	1.2233740726681588
FS306_nucl	RNH2A-KO T3-8	chr1	-	110000000.0	115000000	25741	1.504005731423779
FS306_nucl	RNH2A-KO T3-8	chr1	-	115000000.0	120000000	21936	1.2816856269963097
FS306_nucl	RNH2A-KO T3-8	chr1	-	150000000.0	155000000	32244	1.8839656891351666
FS306_nucl	RNH2A-KO T3-8	chr1	-	155000000.0	160000000	30405	1.7765158410294857
FS306_nucl	RNH2A-KO T3-8	chr1	-	160000000.0	165000000	21900	1.2795822041948937
FS306_nucl	RNH2A-KO T3-8	chr1	-	165000000.0	170000000	20566	1.201638703720191
FS306_nucl	RNH2A-KO T3-8	chr1	-	180000000.0	185000000	23410	1.3678091050320758
FS306_nucl	RNH2A-KO T3-8	chr1	-	200000000.0	205000000	33979	1.9853389824812004
FS306_nucl	RNH2A-KO T3-8	chr1	-	205000000.0	210000000	24344	1.4223812410465977
FS306_nucl	RNH2A-KO T3-8	chr1	-	210000000.0	215000000	23071	1.3480018736520725
FS306_nucl	RNH2A-KO T3-8	chr1	-	220000000.0	225000000	24032	1.4041515767676567
FS306_nucl	RNH2A-KO T3-8	chr1	-	225000000.0	230000000	44674	2.610230839735282
FS306_nucl	RNH2A-KO T3-8	chr1	-	230000000.0	235000000	34856	2.0365806990601465
FS306_nucl	RNH2A-KO T3-8	chr1	-	235000000.0	240000000	26661	1.5577598696821944
FS306_nucl	RNH2A-KO T3-8	chr1	-	240000000.0	245000000	25491	1.4893986286361658
FS306_nucl	RNH2A-KO T3-8	chr10	+	0.0	5000000	20558	1.2011712764309872
FS306_nucl	RNH2A-KO T3-8	chr10	+	10000000.0	15000000	22286	1.302135570898968
FS306_nucl	RNH2A-KO T3-8	chr10	+	70000000.0	75000000	27506	1.6071318771043261
FS306_nucl	RNH2A-KO T3-8	chr10	+	75000000.0	80000000	25052	1.4637485561411174
FS306_nucl	RNH2A-KO T3-8	chr10	+	95000000.0	100000000	23302	1.3614988366278271
FS306_nucl	RNH2A-KO T3-8	chr10	+	100000000.0	105000000	29188	1.7054084646593861
FS306_nucl	RNH2A-KO T3-8	chr10	+	115000000.0	120000000	20892	1.220686365755238
FS306_nucl	RNH2A-KO T3-8	chr10	+	120000000.0	125000000	24934	1.456854003625364
FS306_nucl	RNH2A-KO T3-8	chr10	+	125000000.0	130000000	21439	1.2526467066545353
FS306_nucl	RNH2A-KO T3-8	chr10	+	130000000.0	133797422	24209	1.8624390514687157
FS306_nucl	RNH2A-KO T3-8	chr10	-	10000000.0	15000000	22702	1.3264417899375558
FS306_nucl	RNH2A-KO T3-8	chr10	-	70000000.0	75000000	27785	1.6234334038153022
FS306_nucl	RNH2A-KO T3-8	chr10	-	75000000.0	80000000	26006	1.5194892603786483
FS306_nucl	RNH2A-KO T3-8	chr10	-	95000000.0	100000000	22390	1.308212125658615
FS306_nucl	RNH2A-KO T3-8	chr10	-	100000000.0	105000000	29725	1.7367845214471784
FS306_nucl	RNH2A-KO T3-8	chr10	-	115000000.0	120000000	21402	1.2504848554419685
FS306_nucl	RNH2A-KO T3-8	chr10	-	120000000.0	125000000	24586	1.436520916545007
FS306_nucl	RNH2A-KO T3-8	chr10	-	125000000.0	130000000	22578	1.3191966669548998
FS306_nucl	RNH2A-KO T3-8	chr10	-	130000000.0	133797422	26126	2.009917082848183
FS306_nucl	RNH2A-KO T3-8	chr11	+	0.0	5000000	34202	1.998368518167751
FS306_nucl	RNH2A-KO T3-8	chr11	+	45000000.0	50000000	22291	1.3024277129547202
FS306_nucl	RNH2A-KO T3-8	chr11	+	60000000.0	65000000	33769	1.9730690161396054
FS306_nucl	RNH2A-KO T3-8	chr11	+	65000000.0	70000000	38214	2.2327833037033638
FS306_nucl	RNH2A-KO T3-8	chr11	+	70000000.0	75000000	28193	1.6472721955646863
FS306_nucl	RNH2A-KO T3-8	chr11	+	75000000.0	80000000	24531	1.4333073539317323
FS306_nucl	RNH2A-KO T3-8	chr11	+	115000000.0	120000000	28221	1.6489081910768992
FS306_nucl	RNH2A-KO T3-8	chr11	+	125000000.0	130000000	20740	1.2118052472603695
FS306_nucl	RNH2A-KO T3-8	chr11	-	0.0	5000000	34185	1.9973752351781935
FS306_nucl	RNH2A-KO T3-8	chr11	-	45000000.0	50000000	21806	1.274089933546751
FS306_nucl	RNH2A-KO T3-8	chr11	-	60000000.0	65000000	32598	1.9046493466824266
FS306_nucl	RNH2A-KO T3-8	chr11	-	65000000.0	70000000	40405	2.3607999525340033
FS306_nucl	RNH2A-KO T3-8	chr11	-	70000000.0	75000000	26715	1.5609150038843187
FS306_nucl	RNH2A-KO T3-8	chr11	-	75000000.0	80000000	23861	1.3941603184609295
FS306_nucl	RNH2A-KO T3-8	chr11	-	115000000.0	120000000	27446	1.603626172435299
FS306_nucl	RNH2A-KO T3-8	chr11	-	120000000.0	125000000	20934	1.2231403590235572
FS306_nucl	RNH2A-KO T3-8	chr11	-	125000000.0	130000000	21450	1.2532894191771904
FS306_nucl	RNH2A-KO T3-8	chr11	-	130000000.0	135000000	20747	1.2122142461384227
FS306_nucl	RNH2A-KO T3-8	chr12	+	0.0	5000000	25398	1.4839647863991738
FS306_nucl	RNH2A-KO T3-8	chr12	+	5000000.0	10000000	21930	1.281335056529407
FS306_nucl	RNH2A-KO T3-8	chr12	+	45000000.0	50000000	22692	1.3258575058260513
FS306_nucl	RNH2A-KO T3-8	chr12	+	50000000.0	55000000	27916	1.6310875256760113
FS306_nucl	RNH2A-KO T3-8	chr12	+	55000000.0	60000000	21218	1.2397340277902855
FS306_nucl	RNH2A-KO T3-8	chr12	+	105000000.0	110000000	21990	1.2848407611984343
FS306_nucl	RNH2A-KO T3-8	chr12	+	110000000.0	115000000	25281	1.477128662294571
FS306_nucl	RNH2A-KO T3-8	chr12	+	115000000.0	120000000	25097	1.466377834642888
FS306_nucl	RNH2A-KO T3-8	chr12	+	120000000.0	125000000	42179	2.464451953914905
FS306_nucl	RNH2A-KO T3-8	chr12	+	130000000.0	133275309	25344	2.260564808079252
FS306_nucl	RNH2A-KO T3-8	chr12	-	0.0	5000000	27815	1.6251862561498158
FS306_nucl	RNH2A-KO T3-8	chr12	-	5000000.0	10000000	21379	1.249141001985508
FS306_nucl	RNH2A-KO T3-8	chr12	-	45000000.0	50000000	21334	1.246511723483738
FS306_nucl	RNH2A-KO T3-8	chr12	-	50000000.0	55000000	29275	1.7104917364294754
FS306_nucl	RNH2A-KO T3-8	chr12	-	55000000.0	60000000	20942	1.2236077863127608
FS306_nucl	RNH2A-KO T3-8	chr12	-	105000000.0	110000000	22325	1.3044142789338355
FS306_nucl	RNH2A-KO T3-8	chr12	-	110000000.0	115000000	25983	1.518145406922188
FS306_nucl	RNH2A-KO T3-8	chr12	-	115000000.0	120000000	24800	1.4490245965312036
FS306_nucl	RNH2A-KO T3-8	chr12	-	120000000.0	125000000	39994	2.336785875551168
FS306_nucl	RNH2A-KO T3-8	chr12	-	130000000.0	133275309	24923	2.2230136013162562
FS306_nucl	RNH2A-KO T3-8	chr13	+	60000000.0	65000000	20874	1.21963465435453
FS306_nucl	RNH2A-KO T3-8	chr13	+	65000000.0	70000000	23591	1.3783846474503074
FS306_nucl	RNH2A-KO T3-8	chr13	+	70000000.0	75000000	22189	1.2964680150173742
FS306_nucl	RNH2A-KO T3-8	chr13	+	75000000.0	80000000	25042	1.463164272029613
FS306_nucl	RNH2A-KO T3-8	chr13	-	60000000.0	65000000	21200	1.2386823163895773
FS306_nucl	RNH2A-KO T3-8	chr13	-	65000000.0	70000000	23554	1.376222796237741
FS306_nucl	RNH2A-KO T3-8	chr13	-	70000000.0	75000000	21633	1.263981818417723
FS306_nucl	RNH2A-KO T3-8	chr13	-	75000000.0	80000000	24907	1.455276436524302
FS306_nucl	RNH2A-KO T3-8	chr13	-	90000000.0	95000000	21935	1.2816271985851595
FS306_nucl	RNH2A-KO T3-8	chr14	+	90000000.0	95000000	21347	1.2472712928286935
FS306_nucl	RNH2A-KO T3-8	chr14	+	100000000.0	105000000	27719	1.6195771286793723
FS306_nucl	RNH2A-KO T3-8	chr14	-	100000000.0	105000000	29767	1.7392385147154976
FS306_nucl	RNH2A-KO T3-8	chr15	+	65000000.0	70000000	31829	1.859717898507729
FS306_nucl	RNH2A-KO T3-8	chr15	+	70000000.0	75000000	33072	1.9323444135677408
FS306_nucl	RNH2A-KO T3-8	chr15	+	75000000.0	80000000	33619	1.9643047544670378
FS306_nucl	RNH2A-KO T3-8	chr15	+	80000000.0	85000000	23296	1.361148266160924
FS306_nucl	RNH2A-KO T3-8	chr15	+	85000000.0	90000000	25547	1.4926706196605912
FS306_nucl	RNH2A-KO T3-8	chr15	+	90000000.0	95000000	25326	1.4797579407963413
FS306_nucl	RNH2A-KO T3-8	chr15	+	95000000.0	100000000	21226	1.240201455079489
FS306_nucl	RNH2A-KO T3-8	chr15	+	100000000.0	101991189	13682	2.0073873483644222
FS306_nucl	RNH2A-KO T3-8	chr15	-	65000000.0	70000000	33812	1.975581437819075
FS306_nucl	RNH2A-KO T3-8	chr15	-	70000000.0	75000000	32526	1.900442501079594
FS306_nucl	RNH2A-KO T3-8	chr15	-	75000000.0	80000000	32631	1.9065774842503915
FS306_nucl	RNH2A-KO T3-8	chr15	-	80000000.0	85000000	24111	1.4087674212485424
FS306_nucl	RNH2A-KO T3-8	chr15	-	85000000.0	90000000	24946	1.4575551445591697
FS306_nucl	RNH2A-KO T3-8	chr15	-	90000000.0	95000000	25989	1.5184959773890907
FS306_nucl	RNH2A-KO T3-8	chr15	-	95000000.0	100000000	21489	1.2555681272120578
FS306_nucl	RNH2A-KO T3-8	chr15	-	100000000.0	101991189	12785	1.8757818483291284
FS306_nucl	RNH2A-KO T3-8	chr16	+	0.0	5000000	49084	2.8679001329087743
FS306_nucl	RNH2A-KO T3-8	chr16	+	10000000.0	15000000	23150	1.3526177181329582
FS306_nucl	RNH2A-KO T3-8	chr16	+	25000000.0	30000000	25162	1.4701756813676672
FS306_nucl	RNH2A-KO T3-8	chr16	+	30000000.0	35000000	23134	1.351682863554551
FS306_nucl	RNH2A-KO T3-8	chr16	+	55000000.0	60000000	23822	1.3918816104260618
FS306_nucl	RNH2A-KO T3-8	chr16	+	65000000.0	70000000	29605	1.7297731121091244
FS306_nucl	RNH2A-KO T3-8	chr16	+	70000000.0	75000000	22226	1.2986298662299407
FS306_nucl	RNH2A-KO T3-8	chr16	+	80000000.0	85000000	25021	1.4619372753954536
FS306_nucl	RNH2A-KO T3-8	chr16	+	85000000.0	90000000	44427	2.5957990221811205
FS306_nucl	RNH2A-KO T3-8	chr16	-	0.0	5000000	49679	2.9026650375432927
FS306_nucl	RNH2A-KO T3-8	chr16	-	10000000.0	15000000	24137	1.4102865599384542
FS306_nucl	RNH2A-KO T3-8	chr16	-	20000000.0	25000000	20989	1.226353921636832
FS306_nucl	RNH2A-KO T3-8	chr16	-	25000000.0	30000000	25320	1.4794073703294386
FS306_nucl	RNH2A-KO T3-8	chr16	-	30000000.0	35000000	24508	1.4319635004752718
FS306_nucl	RNH2A-KO T3-8	chr16	-	55000000.0	60000000	24443	1.4281656537504923
FS306_nucl	RNH2A-KO T3-8	chr16	-	65000000.0	70000000	30914	1.8062559023050655
FS306_nucl	RNH2A-KO T3-8	chr16	-	70000000.0	75000000	20771	1.2136165280060336
FS306_nucl	RNH2A-KO T3-8	chr16	-	80000000.0	85000000	25765	1.5054080132913894
FS306_nucl	RNH2A-KO T3-8	chr16	-	85000000.0	90000000	45728	2.671814385087858
FS306_nucl	RNH2A-KO T3-8	chr17	+	0.0	5000000	37351	2.1823595848805235
FS306_nucl	RNH2A-KO T3-8	chr17	+	5000000.0	10000000	31729	1.853875057392684
FS306_nucl	RNH2A-KO T3-8	chr17	+	15000000.0	20000000	27398	1.6008216087000775
FS306_nucl	RNH2A-KO T3-8	chr17	+	30000000.0	35000000	22713	1.327084502460211
FS306_nucl	RNH2A-KO T3-8	chr17	+	35000000.0	40000000	26044	1.5217095400023657
FS306_nucl	RNH2A-KO T3-8	chr17	+	40000000.0	45000000	35586	2.0792334391999763
FS306_nucl	RNH2A-KO T3-8	chr17	+	45000000.0	50000000	28746	1.6795831069308864
FS306_nucl	RNH2A-KO T3-8	chr17	+	55000000.0	60000000	22343	1.3054659903345436
FS306_nucl	RNH2A-KO T3-8	chr17	+	60000000.0	65000000	22848	1.3349723379655218
FS306_nucl	RNH2A-KO T3-8	chr17	+	65000000.0	70000000	21166	1.236695750410462
FS306_nucl	RNH2A-KO T3-8	chr17	+	70000000.0	75000000	26487	1.5475933261420158
FS306_nucl	RNH2A-KO T3-8	chr17	+	75000000.0	80000000	43943	2.567519671184302
FS306_nucl	RNH2A-KO T3-8	chr17	+	80000000.0	83257441	32185	2.8864965058112944
FS306_nucl	RNH2A-KO T3-8	chr17	-	0.0	5000000	35253	2.0597767782868757
FS306_nucl	RNH2A-KO T3-8	chr17	-	5000000.0	10000000	31658	1.8497266402010017
FS306_nucl	RNH2A-KO T3-8	chr17	-	15000000.0	20000000	27596	1.6123904341078668
FS306_nucl	RNH2A-KO T3-8	chr17	-	30000000.0	35000000	23718	1.3858050556664148
FS306_nucl	RNH2A-KO T3-8	chr17	-	35000000.0	40000000	26591	1.553669880901663
FS306_nucl	RNH2A-KO T3-8	chr17	-	40000000.0	45000000	35080	2.049668663157848
FS306_nucl	RNH2A-KO T3-8	chr17	-	45000000.0	50000000	28842	1.6851922344013297
FS306_nucl	RNH2A-KO T3-8	chr17	-	55000000.0	60000000	22889	1.3373679028226904
FS306_nucl	RNH2A-KO T3-8	chr17	-	60000000.0	65000000	23311	1.362024692328181
FS306_nucl	RNH2A-KO T3-8	chr17	-	65000000.0	70000000	21245	1.2413115948913478
FS306_nucl	RNH2A-KO T3-8	chr17	-	70000000.0	75000000	24500	1.431496073186068
FS306_nucl	RNH2A-KO T3-8	chr17	-	75000000.0	80000000	43864	2.5629038267034163
FS306_nucl	RNH2A-KO T3-8	chr17	-	80000000.0	83257441	33277	2.984432009441742
FS306_nucl	RNH2A-KO T3-8	chr18	+	20000000.0	25000000	21626	1.2635728195396698
FS306_nucl	RNH2A-KO T3-8	chr18	+	30000000.0	35000000	22657	1.3238125114357855
FS306_nucl	RNH2A-KO T3-8	chr18	+	35000000.0	40000000	28444	1.6619377267634499
FS306_nucl	RNH2A-KO T3-8	chr18	-	20000000.0	25000000	22573	1.3189045248991476
FS306_nucl	RNH2A-KO T3-8	chr18	-	30000000.0	35000000	22393	1.3083874108920663
FS306_nucl	RNH2A-KO T3-8	chr18	-	35000000.0	40000000	30140	1.761032312074616
FS306_nucl	RNH2A-KO T3-8	chr19	+	0.0	5000000	47429	2.7712011124547766
FS306_nucl	RNH2A-KO T3-8	chr19	+	5000000.0	10000000	32435	1.8951255156649027
FS306_nucl	RNH2A-KO T3-8	chr19	+	10000000.0	15000000	34662	2.025245587296959
FS306_nucl	RNH2A-KO T3-8	chr19	+	15000000.0	20000000	37925	2.215897492880883
FS306_nucl	RNH2A-KO T3-8	chr19	+	30000000.0	35000000	22780	1.330999206007291
FS306_nucl	RNH2A-KO T3-8	chr19	+	35000000.0	40000000	27165	1.5872077889020222
FS306_nucl	RNH2A-KO T3-8	chr19	+	40000000.0	45000000	28218	1.648732905843448
FS306_nucl	RNH2A-KO T3-8	chr19	+	45000000.0	50000000	36312	2.1216524656952043
FS306_nucl	RNH2A-KO T3-8	chr19	+	50000000.0	55000000	23167	1.353611001122516
FS306_nucl	RNH2A-KO T3-8	chr19	+	55000000.0	58617616	18208	1.4703944672782097
FS306_nucl	RNH2A-KO T3-8	chr19	-	0.0	5000000	47553	2.7784462354374324
FS306_nucl	RNH2A-KO T3-8	chr19	-	5000000.0	10000000	32431	1.8948918020203012
FS306_nucl	RNH2A-KO T3-8	chr19	-	10000000.0	15000000	35671	2.084199854147765
FS306_nucl	RNH2A-KO T3-8	chr19	-	15000000.0	20000000	37329	2.1810741598352137
FS306_nucl	RNH2A-KO T3-8	chr19	-	30000000.0	35000000	23641	1.3813060680078302
FS306_nucl	RNH2A-KO T3-8	chr19	-	35000000.0	40000000	27893	1.629743672219551
FS306_nucl	RNH2A-KO T3-8	chr19	-	40000000.0	45000000	27311	1.5957383369299882
FS306_nucl	RNH2A-KO T3-8	chr19	-	45000000.0	50000000	38400	2.2436509881773476
FS306_nucl	RNH2A-KO T3-8	chr19	-	50000000.0	55000000	23030	1.345606308794904
FS306_nucl	RNH2A-KO T3-8	chr19	-	55000000.0	58617616	18850	1.522239439158296
FS306_nucl	RNH2A-KO T3-8	chr2	+	0.0	5000000	22535	1.3166842452754304
FS306_nucl	RNH2A-KO T3-8	chr2	+	25000000.0	30000000	27286	1.5942776266512266
FS306_nucl	RNH2A-KO T3-8	chr2	+	70000000.0	75000000	25856	1.5107249987060807
FS306_nucl	RNH2A-KO T3-8	chr2	+	95000000.0	100000000	21795	1.2734472210240961
FS306_nucl	RNH2A-KO T3-8	chr2	+	215000000.0	220000000	25190	1.47181167687988
FS306_nucl	RNH2A-KO T3-8	chr2	+	230000000.0	235000000	24711	1.4438244679388135
FS306_nucl	RNH2A-KO T3-8	chr2	+	235000000.0	240000000	27881	1.6290425312857455
FS306_nucl	RNH2A-KO T3-8	chr2	+	240000000.0	242193529	17168	2.2864957851730154
FS306_nucl	RNH2A-KO T3-8	chr2	-	0.0	5000000	21925	1.2810429144736548
FS306_nucl	RNH2A-KO T3-8	chr2	-	10000000.0	15000000	20793	1.2149019530513434
FS306_nucl	RNH2A-KO T3-8	chr2	-	25000000.0	30000000	27489	1.6061385941147683
FS306_nucl	RNH2A-KO T3-8	chr2	-	70000000.0	75000000	25888	1.5125947078628952
FS306_nucl	RNH2A-KO T3-8	chr2	-	95000000.0	100000000	21279	1.243298160870463
FS306_nucl	RNH2A-KO T3-8	chr2	-	215000000.0	220000000	25610	1.4963516095630696
FS306_nucl	RNH2A-KO T3-8	chr2	-	230000000.0	235000000	26242	1.5332783654101552
FS306_nucl	RNH2A-KO T3-8	chr2	-	235000000.0	240000000	30496	1.781832826444177
FS306_nucl	RNH2A-KO T3-8	chr2	-	240000000.0	242193529	16238	2.1626350512371517
FS306_nucl	RNH2A-KO T3-8	chr20	+	60000000.0	64444167	24546	1.613557478936985
FS306_nucl	RNH2A-KO T3-8	chr20	-	35000000.0	40000000	21318	1.2455768689053306
FS306_nucl	RNH2A-KO T3-8	chr20	-	60000000.0	64444167	25704	1.6896798435018443
FS306_nucl	RNH2A-KO T3-8	chr21	+	30000000.0	35000000	21778	1.2724539380345385
FS306_nucl	RNH2A-KO T3-8	chr21	+	40000000.0	45000000	20671	1.2077736868909883
