Sample	Chromosome	Strand	Start	End	Count
RE2	chr1	-	181000000	181500000	3199005
RE2	chr1	-	181500000	182000000	3233457
RE2	chr1	-	182000000	182500000	3145012
RE2	chr1	-	182500000	183000000	3249348
RE2	chr1	-	183000000	183500000	3209383
RE2	chr1	-	183500000	184000000	3119305
RE2	chr1	-	184000000	184500000	3195676
RE2	chr1	-	184500000	185000000	3219694
RE2	chr1	-	185000000	185500000	3142267
RE2	chr1	-	185500000	186000000	3154685
RE2	chr1	-	186000000	186500000	3305613
RE2	chr1	-	186500000	187000000	3153211
RE2	chr1	-	187000000	187500000	3205933
RE2	chr1	-	187500000	188000000	3059323
RE2	chr1	-	188000000	188500000	3093357
RE2	chr1	-	188500000	189000000	3013507
RE2	chr1	-	189000000	189500000	2991841
RE2	chr1	-	189500000	190000000	3032086
RE2	chr1	-	190000000	190500000	3137273
RE2	chr1	-	190500000	191000000	3096500
RE2	chr1	-	191000000	191500000	3038316
RE2	chr1	-	191500000	192000000	3150780
RE2	chr1	-	192000000	192500000	3177006
RE2	chr1	-	192500000	193000000	3239550
RE2	chr1	-	193000000	193500000	3190192
RE2	chr1	-	193500000	194000000	3114719
RE2	chr1	-	194000000	194500000	2920307
RE2	chr1	-	194500000	195000000	2970549
RE2	chr1	-	195000000	195500000	3069758
RE2	chr1	-	195500000	196000000	2992068
RE2	chr1	-	196000000	196500000	3013118
RE2	chr1	-	196500000	197000000	2676903
RE2	chr1	-	197000000	197500000	3038228
RE2	chr1	-	197500000	198000000	3148439
RE2	chr1	-	198000000	198500000	3251989
RE2	chr1	-	198500000	199000000	3403624
RE2	chr1	-	199000000	199500000	3292728
RE2	chr1	-	199500000	200000000	3030739
RE2	chr1	-	200000000	200500000	3203887
RE2	chr1	-	200500000	201000000	3246839
RE2	chr1	-	201000000	201500000	3256595
RE2	chr1	-	201500000	202000000	3236707
RE2	chr1	-	202000000	202500000	2811387
RE2	chr1	-	202500000	203000000	2947000
RE2	chr1	-	203000000	203500000	3349635
RE2	chr1	-	203500000	204000000	3081857
RE2	chr1	-	204000000	204500000	3190456
RE2	chr1	-	204500000	205000000	3409977
RE2	chr1	-	205000000	205500000	3251315
RE2	chr1	-	205500000	206000000	3092699
RE2	chr1	-	206000000	206500000	2932804
RE2	chr1	-	206500000	207000000	3301688
RE2	chr1	-	207000000	207500000	3276165
RE2	chr1	-	207500000	208000000	2910706
RE2	chr1	-	208000000	208500000	3276614
RE2	chr1	-	208500000	209000000	3206385
RE2	chr1	-	209000000	209500000	3194476
RE2	chr1	-	209500000	210000000	3313384
RE2	chr1	-	210000000	210500000	3119867
RE2	chr1	-	210500000	211000000	3010792
RE2	chr1	-	211000000	211500000	3048157
RE2	chr1	-	211500000	212000000	3156638
RE2	chr1	-	212000000	212500000	3240634
RE2	chr1	-	212500000	213000000	3197810
RE2	chr1	-	213000000	213500000	3078202
RE2	chr1	-	213500000	214000000	3146624
RE2	chr1	-	214000000	214500000	3265101
RE2	chr1	-	214500000	215000000	3210362
RE2	chr1	-	215000000	215500000	3092001
RE2	chr1	-	215500000	216000000	3193800
RE2	chr1	-	216000000	216500000	3083373
RE2	chr1	-	216500000	217000000	3285337
RE2	chr1	-	217000000	217500000	3113409
RE2	chr1	-	217500000	218000000	3071894
RE2	chr1	-	218000000	218500000	3112453
RE2	chr1	-	218500000	219000000	3177861
RE2	chr1	-	219000000	219500000	3178306
RE2	chr1	-	219500000	220000000	3087630
RE2	chr1	-	220000000	220500000	3126411
RE2	chr1	-	220500000	221000000	3082353
RE2	chr1	-	221000000	221500000	3044409
RE2	chr1	-	221500000	222000000	3314943
RE2	chr1	-	222000000	222500000	3199290
RE2	chr1	-	222500000	223000000	3099235
RE2	chr1	-	223000000	223500000	3049093
RE2	chr1	-	223500000	224000000	2700232
RE2	chr1	-	224000000	224500000	2947847
RE2	chr1	-	224500000	225000000	3150402
RE2	chr1	-	225000000	225500000	2916071
RE2	chr1	-	225500000	226000000	3142472
RE2	chr1	-	226000000	226500000	3181117
RE2	chr1	-	226500000	227000000	3247031
RE2	chr1	-	227000000	227500000	3090357
RE2	chr1	-	227500000	228000000	2899670
RE2	chr1	-	228000000	228500000	3028994
RE2	chr1	-	228500000	229000000	3589115
RE2	chr1	-	229000000	229500000	3096361
RE2	chr1	-	229500000	230000000	3141901
RE2	chr1	-	230000000	230500000	3108991
RE2	chr1	-	230500000	231000000	3097853
RE2	chr1	-	231000000	231500000	3095217
RE2	chr1	-	231500000	232000000	3067075
RE2	chr1	-	232000000	232500000	3175700
RE2	chr1	-	232500000	233000000	3190027
RE2	chr1	-	233000000	233500000	3142687
RE2	chr1	-	233500000	234000000	3194130
RE2	chr1	-	234000000	234500000	3209199
RE2	chr1	-	234500000	235000000	3452802
RE2	chr1	-	235000000	235500000	3176051
RE2	chr1	-	235500000	236000000	3223260
RE2	chr1	-	236000000	236500000	3075432
RE2	chr1	-	236500000	237000000	3107236
RE2	chr1	-	237000000	237500000	3006814
RE2	chr1	-	237500000	238000000	3169707
RE2	chr1	-	238000000	238500000	3093808
RE2	chr1	-	238500000	239000000	2994704
RE2	chr1	-	239000000	239500000	3126783
RE2	chr1	-	239500000	240000000	3178463
RE2	chr1	-	240000000	240500000	3020938
RE2	chr1	-	240500000	241000000	3001874
RE2	chr1	-	241000000	241500000	3014088
RE2	chr1	-	241500000	242000000	3013295
RE2	chr1	-	242000000	242500000	2742777
RE2	chr1	-	242500000	243000000	2741031
RE2	chr1	-	243000000	243500000	2847433
RE2	chr1	-	243500000	244000000	3144046
RE2	chr1	-	244000000	244500000	3016041
RE2	chr1	-	244500000	245000000	3014760
RE2	chr1	-	245000000	245500000	3031868
RE2	chr1	-	245500000	246000000	3076518
RE2	chr1	-	246000000	246500000	3005540
RE2	chr1	-	246500000	247000000	2962793
RE2	chr1	-	247000000	247500000	2839835
RE2	chr1	-	247500000	248000000	2795751
RE2	chr1	-	248000000	248500000	2541431
RE2	chr1	-	248500000	248956422	2501765
RE2	chr2	+	0	500000	2885315
RE2	chr2	+	500000	1000000	3122796
RE2	chr2	+	1000000	1500000	2876131
RE2	chr2	+	1500000	2000000	2911926
RE2	chr2	+	2000000	2500000	3010478
RE2	chr2	+	2500000	3000000	3012387
RE2	chr2	+	3000000	3500000	2926062
RE2	chr2	+	3500000	4000000	3054879
RE2	chr2	+	4000000	4500000	3074240
RE2	chr2	+	4500000	5000000	3262593
RE2	chr2	+	5000000	5500000	3119184
RE2	chr2	+	5500000	6000000	3106505
RE2	chr2	+	6000000	6500000	3132006
RE2	chr2	+	6500000	7000000	3206549
RE2	chr2	+	7000000	7500000	3439237
RE2	chr2	+	7500000	8000000	3378582
RE2	chr2	+	8000000	8500000	3288815
RE2	chr2	+	8500000	9000000	3243711
RE2	chr2	+	9000000	9500000	3204383
RE2	chr2	+	9500000	10000000	3199066
RE2	chr2	+	10000000	10500000	3105863
RE2	chr2	+	10500000	11000000	3127884
RE2	chr2	+	11000000	11500000	3124197
RE2	chr2	+	11500000	12000000	3196487
RE2	chr2	+	12000000	12500000	3325123
RE2	chr2	+	12500000	13000000	3274836
RE2	chr2	+	13000000	13500000	3047999
RE2	chr2	+	13500000	14000000	3104580
RE2	chr2	+	14000000	14500000	3079836
RE2	chr2	+	14500000	15000000	3232167
RE2	chr2	+	15000000	15500000	3151223
RE2	chr2	+	15500000	16000000	3176531
RE2	chr2	+	16000000	16500000	3054514
RE2	chr2	+	16500000	17000000	3121868
RE2	chr2	+	17000000	17500000	3188915
RE2	chr2	+	17500000	18000000	3237743
RE2	chr2	+	18000000	18500000	3191647
RE2	chr2	+	18500000	19000000	3109441
RE2	chr2	+	19000000	19500000	3165052
RE2	chr2	+	19500000	20000000	3209115
RE2	chr2	+	20000000	20500000	3115878
RE2	chr2	+	20500000	21000000	3192153
RE2	chr2	+	21000000	21500000	3140873
RE2	chr2	+	21500000	22000000	3259410
RE2	chr2	+	22000000	22500000	3040453
RE2	chr2	+	22500000	23000000	3213366
RE2	chr2	+	23000000	23500000	3278735
RE2	chr2	+	23500000	24000000	3179729
RE2	chr2	+	24000000	24500000	3056835
RE2	chr2	+	24500000	25000000	3134872
RE2	chr2	+	25000000	25500000	3174765
RE2	chr2	+	25500000	26000000	3097209
RE2	chr2	+	26000000	26500000	3196169
RE2	chr2	+	26500000	27000000	3200882
RE2	chr2	+	27000000	27500000	3110522
RE2	chr2	+	27500000	28000000	3159280
RE2	chr2	+	28000000	28500000	3251231
RE2	chr2	+	28500000	29000000	3247792
RE2	chr2	+	29000000	29500000	3205252
RE2	chr2	+	29500000	30000000	3351564
RE2	chr2	+	30000000	30500000	3306856
RE2	chr2	+	30500000	31000000	3266695
RE2	chr2	+	31000000	31500000	3296139
RE2	chr2	+	31500000	32000000	3025328
RE2	chr2	+	32000000	32500000	2990334
RE2	chr2	+	32500000	33000000	3084161
RE2	chr2	+	33000000	33500000	3091080
RE2	chr2	+	33500000	34000000	3127600
RE2	chr2	+	34000000	34500000	3106501
RE2	chr2	+	34500000	35000000	2861545
RE2	chr2	+	35000000	35500000	2834442
RE2	chr2	+	35500000	36000000	3150384
RE2	chr2	+	36000000	36500000	3126544
RE2	chr2	+	36500000	37000000	3145048
RE2	chr2	+	37000000	37500000	3109783
RE2	chr2	+	37500000	38000000	3318127
RE2	chr2	+	38000000	38500000	3162338
RE2	chr2	+	38500000	39000000	3189137
RE2	chr2	+	39000000	39500000	3162277
RE2	chr2	+	39500000	40000000	3255305
RE2	chr2	+	40000000	40500000	3209034
RE2	chr2	+	40500000	41000000	3242043
RE2	chr2	+	41000000	41500000	3107164
RE2	chr2	+	41500000	42000000	3250524
RE2	chr2	+	42000000	42500000	3224742
RE2	chr2	+	42500000	43000000	3166934
RE2	chr2	+	43000000	43500000	3238153
RE2	chr2	+	43500000	44000000	3062537
RE2	chr2	+	44000000	44500000	3092490
RE2	chr2	+	44500000	45000000	3209612
RE2	chr2	+	45000000	45500000	3123258
RE2	chr2	+	45500000	46000000	3467258
RE2	chr2	+	46000000	46500000	3269227
RE2	chr2	+	46500000	47000000	3138912
RE2	chr2	+	47000000	47500000	2980415
RE2	chr2	+	47500000	48000000	2983672
RE2	chr2	+	48000000	48500000	3189565
RE2	chr2	+	48500000	49000000	3083286
RE2	chr2	+	49000000	49500000	2976833
RE2	chr2	+	49500000	50000000	3157194
RE2	chr2	+	50000000	50500000	3218434
RE2	chr2	+	50500000	51000000	3310136
RE2	chr2	+	51000000	51500000	3202290
RE2	chr2	+	51500000	52000000	2991506
RE2	chr2	+	52000000	52500000	3073944
RE2	chr2	+	52500000	53000000	3023783
RE2	chr2	+	53000000	53500000	3091996
RE2	chr2	+	53500000	54000000	3123555
RE2	chr2	+	54000000	54500000	3185544
RE2	chr2	+	54500000	55000000	3469111
RE2	chr2	+	55000000	55500000	3195131
RE2	chr2	+	55500000	56000000	3121272
RE2	chr2	+	56000000	56500000	3002702
RE2	chr2	+	56500000	57000000	3073915
RE2	chr2	+	57000000	57500000	2933922
RE2	chr2	+	57500000	58000000	3224950
RE2	chr2	+	58000000	58500000	3138342
RE2	chr2	+	58500000	59000000	3294483
RE2	chr2	+	59000000	59500000	3132239
RE2	chr2	+	59500000	60000000	3243430
RE2	chr2	+	60000000	60500000	3199865
RE2	chr2	+	60500000	61000000	3227115
RE2	chr2	+	61000000	61500000	3094856
RE2	chr2	+	61500000	62000000	3031342
RE2	chr2	+	62000000	62500000	3055517
RE2	chr2	+	62500000	63000000	3055772
RE2	chr2	+	63000000	63500000	2935912
RE2	chr2	+	63500000	64000000	3036091
RE2	chr2	+	64000000	64500000	3347446
RE2	chr2	+	64500000	65000000	3286054
RE2	chr2	+	65000000	65500000	3204010
RE2	chr2	+	65500000	66000000	3182067
RE2	chr2	+	66000000	66500000	3107661
RE2	chr2	+	66500000	67000000	3068435
RE2	chr2	+	67000000	67500000	3109552
RE2	chr2	+	67500000	68000000	3223497
RE2	chr2	+	68000000	68500000	3274592
RE2	chr2	+	68500000	69000000	3247265
RE2	chr2	+	69000000	69500000	3263346
RE2	chr2	+	69500000	70000000	3166433
RE2	chr2	+	70000000	70500000	3098783
RE2	chr2	+	70500000	71000000	3198753
RE2	chr2	+	71000000	71500000	2985613
RE2	chr2	+	71500000	72000000	3167256
RE2	chr2	+	72000000	72500000	2965741
RE2	chr2	+	72500000	73000000	3039912
RE2	chr2	+	73000000	73500000	3186232
RE2	chr2	+	73500000	74000000	2984121
RE2	chr2	+	74000000	74500000	3359494
RE2	chr2	+	74500000	75000000	3241982
RE2	chr2	+	75000000	75500000	3143247
RE2	chr2	+	75500000	76000000	3177015
RE2	chr2	+	76000000	76500000	3009971
RE2	chr2	+	76500000	77000000	3028736
RE2	chr2	+	77000000	77500000	3029758
RE2	chr2	+	77500000	78000000	2915609
RE2	chr2	+	78000000	78500000	3037075
RE2	chr2	+	78500000	79000000	3028604
RE2	chr2	+	79000000	79500000	3172842
RE2	chr2	+	79500000	80000000	3320607
RE2	chr2	+	80000000	80500000	3226909
RE2	chr2	+	80500000	81000000	3127283
RE2	chr2	+	81000000	81500000	3002015
RE2	chr2	+	81500000	82000000	3148239
RE2	chr2	+	82000000	82500000	3173396
RE2	chr2	+	82500000	83000000	3130916
RE2	chr2	+	83000000	83500000	2995537
RE2	chr2	+	83500000	84000000	3124495
RE2	chr2	+	84000000	84500000	3181103
RE2	chr2	+	84500000	85000000	3264504
RE2	chr2	+	85000000	85500000	3169899
RE2	chr2	+	85500000	86000000	3156015
RE2	chr2	+	86000000	86500000	3312992
RE2	chr2	+	86500000	87000000	3003819
RE2	chr2	+	87000000	87500000	2524336
RE2	chr2	+	87500000	88000000	2431517
RE2	chr2	+	88000000	88500000	3151977
RE2	chr2	+	88500000	89000000	3009689
RE2	chr2	+	89000000	89500000	1472208
RE2	chr2	+	89500000	90000000	1567012
RE2	chr2	+	90000000	90500000	1395956
RE2	chr2	+	90500000	91000000	0
RE2	chr2	+	91000000	91500000	736102
RE2	chr2	+	91500000	92000000	3110687
RE2	chr2	+	92000000	92500000	3071438
RE2	chr2	+	92500000	93000000	2639011
RE2	chr2	+	93000000	93500000	1862313
RE2	chr2	+	93500000	94000000	1570474
RE2	chr2	+	94000000	94500000	1507013
RE2	chr2	+	94500000	95000000	2498547
RE2	chr2	+	95000000	95500000	2980065
RE2	chr2	+	95500000	96000000	2651653
RE2	chr2	+	96000000	96500000	3157187
RE2	chr2	+	96500000	97000000	3043581
RE2	chr2	+	97000000	97500000	2376586
RE2	chr2	+	97500000	98000000	2781881
RE2	chr2	+	98000000	98500000	3120278
RE2	chr2	+	98500000	99000000	3224624
RE2	chr2	+	99000000	99500000	3088980
RE2	chr2	+	99500000	100000000	3082243
RE2	chr2	+	100000000	100500000	3182788
RE2	chr2	+	100500000	101000000	3186545
RE2	chr2	+	101000000	101500000	3103761
RE2	chr2	+	101500000	102000000	3156260
RE2	chr2	+	102000000	102500000	3414356
RE2	chr2	+	102500000	103000000	3223130
RE2	chr2	+	103000000	103500000	3119834
RE2	chr2	+	103500000	104000000	3087141
RE2	chr2	+	104000000	104500000	3211384
RE2	chr2	+	104500000	105000000	3169179
RE2	chr2	+	105000000	105500000	3172005
RE2	chr2	+	105500000	106000000	3284101
RE2	chr2	+	106000000	106500000	2991305
RE2	chr2	+	106500000	107000000	3193093
RE2	chr2	+	107000000	107500000	3042028
RE2	chr2	+	107500000	108000000	2945870
RE2	chr2	+	108000000	108500000	3071474
RE2	chr2	+	108500000	109000000	2998683
RE2	chr2	+	109000000	109500000	3257093
RE2	chr2	+	109500000	110000000	2561866
RE2	chr2	+	110000000	110500000	2543892
RE2	chr2	+	110500000	111000000	3088878
RE2	chr2	+	111000000	111500000	3029863
RE2	chr2	+	111500000	112000000	2848312
RE2	chr2	+	112000000	112500000	3046831
RE2	chr2	+	112500000	113000000	3189822
RE2	chr2	+	113000000	113500000	3053422
RE2	chr2	+	113500000	114000000	2940237
RE2	chr2	+	114000000	114500000	3093474
RE2	chr2	+	114500000	115000000	3039503
RE2	chr2	+	115000000	115500000	2977951
RE2	chr2	+	115500000	116000000	3133349
RE2	chr2	+	116000000	116500000	3014350
RE2	chr2	+	116500000	117000000	3026907
RE2	chr2	+	117000000	117500000	3015185
RE2	chr2	+	117500000	118000000	3023826
RE2	chr2	+	118000000	118500000	3188159
RE2	chr2	+	118500000	119000000	3235094
RE2	chr2	+	119000000	119500000	3052998
RE2	chr2	+	119500000	120000000	3193978
RE2	chr2	+	120000000	120500000	3238573
RE2	chr2	+	120500000	121000000	3211445
RE2	chr2	+	121000000	121500000	3157578
RE2	chr2	+	121500000	122000000	3195253
RE2	chr2	+	122000000	122500000	3140567
RE2	chr2	+	122500000	123000000	3029652
RE2	chr2	+	123000000	123500000	3095957
RE2	chr2	+	123500000	124000000	3089381
RE2	chr2	+	124000000	124500000	3134706
RE2	chr2	+	124500000	125000000	3156861
RE2	chr2	+	125000000	125500000	2991515
RE2	chr2	+	125500000	126000000	3043016
RE2	chr2	+	126000000	126500000	3111207
RE2	chr2	+	126500000	127000000	3172106
RE2	chr2	+	127000000	127500000	3119938
RE2	chr2	+	127500000	128000000	3124473
RE2	chr2	+	128000000	128500000	3063762
RE2	chr2	+	128500000	129000000	3129988
RE2	chr2	+	129000000	129500000	3020855
RE2	chr2	+	129500000	130000000	2955685
RE2	chr2	+	130000000	130500000	2522088
RE2	chr2	+	130500000	131000000	2817927
RE2	chr2	+	131000000	131500000	2674244
RE2	chr2	+	131500000	132000000	2126004
RE2	chr2	+	132000000	132500000	2343971
RE2	chr2	+	132500000	133000000	3192486
RE2	chr2	+	133000000	133500000	3192289
RE2	chr2	+	133500000	134000000	3162585
RE2	chr2	+	134000000	134500000	3184765
RE2	chr2	+	134500000	135000000	3134916
RE2	chr2	+	135000000	135500000	2940678
RE2	chr2	+	135500000	136000000	3165824
RE2	chr2	+	136000000	136500000	3308396
RE2	chr2	+	136500000	137000000	3315945
RE2	chr2	+	137000000	137500000	3126089
RE2	chr2	+	137500000	138000000	3003011
RE2	chr2	+	138000000	138500000	3168951
RE2	chr2	+	138500000	139000000	3193935
RE2	chr2	+	139000000	139500000	3171391
RE2	chr2	+	139500000	140000000	3128936
RE2	chr2	+	140000000	140500000	3085269
RE2	chr2	+	140500000	141000000	3096249
RE2	chr2	+	141000000	141500000	3200321
RE2	chr2	+	141500000	142000000	3145093
RE2	chr2	+	142000000	142500000	3317636
RE2	chr2	+	142500000	143000000	3288827
RE2	chr2	+	143000000	143500000	3300130
RE2	chr2	+	143500000	144000000	3295456
RE2	chr2	+	144000000	144500000	3324579
RE2	chr2	+	144500000	145000000	3308007
RE2	chr2	+	145000000	145500000	3167524
RE2	chr2	+	145500000	146000000	3230369
RE2	chr2	+	146000000	146500000	3060987
RE2	chr2	+	146500000	147000000	3118984
RE2	chr2	+	147000000	147500000	3255314
RE2	chr2	+	147500000	148000000	3243587
RE2	chr2	+	148000000	148500000	3066641
RE2	chr2	+	148500000	149000000	3111418
RE2	chr2	+	149000000	149500000	3227915
RE2	chr2	+	149500000	150000000	2967970
RE2	chr2	+	150000000	150500000	3106964
RE2	chr2	+	150500000	151000000	3193117
RE2	chr2	+	151000000	151500000	3032008
RE2	chr2	+	151500000	152000000	3121959
RE2	chr2	+	152000000	152500000	3026048
RE2	chr2	+	152500000	153000000	3167398
RE2	chr2	+	153000000	153500000	2964726
RE2	chr2	+	153500000	154000000	3006518
RE2	chr2	+	154000000	154500000	3261120
RE2	chr2	+	154500000	155000000	3069746
RE2	chr2	+	155000000	155500000	3168852
RE2	chr2	+	155500000	156000000	3089352
RE2	chr2	+	156000000	156500000	3076629
RE2	chr2	+	156500000	157000000	3344636
RE2	chr2	+	157000000	157500000	3190809
RE2	chr2	+	157500000	158000000	3160769
RE2	chr2	+	158000000	158500000	3155415
RE2	chr2	+	158500000	159000000	3112396
RE2	chr2	+	159000000	159500000	3086021
RE2	chr2	+	159500000	160000000	3140728
RE2	chr2	+	160000000	160500000	3199625
RE2	chr2	+	160500000	161000000	3140072
RE2	chr2	+	161000000	161500000	3309658
RE2	chr2	+	161500000	162000000	3197276
RE2	chr2	+	162000000	162500000	3480094
RE2	chr2	+	162500000	163000000	3265575
RE2	chr2	+	163000000	163500000	3249430
RE2	chr2	+	163500000	164000000	3268572
RE2	chr2	+	164000000	164500000	3179497
RE2	chr2	+	164500000	165000000	3150134
RE2	chr2	+	165000000	165500000	3136988
RE2	chr2	+	165500000	166000000	3076371
RE2	chr2	+	166000000	166500000	3164021
RE2	chr2	+	166500000	167000000	3002432
RE2	chr2	+	167000000	167500000	3097658
RE2	chr2	+	167500000	168000000	3178758
RE2	chr2	+	168000000	168500000	3232585
RE2	chr2	+	168500000	169000000	3131183
RE2	chr2	+	169000000	169500000	3123353
RE2	chr2	+	169500000	170000000	3010309
RE2	chr2	+	170000000	170500000	3099997
RE2	chr2	+	170500000	171000000	3139057
RE2	chr2	+	171000000	171500000	3154314
RE2	chr2	+	171500000	172000000	3178560
RE2	chr2	+	172000000	172500000	3137781
RE2	chr2	+	172500000	173000000	3174938
RE2	chr2	+	173000000	173500000	3162331
RE2	chr2	+	173500000	174000000	3201742
RE2	chr2	+	174000000	174500000	3159118
RE2	chr2	+	174500000	175000000	3267822
RE2	chr2	+	175000000	175500000	3157653
RE2	chr2	+	175500000	176000000	3064863
RE2	chr2	+	176000000	176500000	3065848
RE2	chr2	+	176500000	177000000	3246745
RE2	chr2	+	177000000	177500000	3122722
RE2	chr2	+	177500000	178000000	3231312
RE2	chr2	+	178000000	178500000	3213303
RE2	chr2	+	178500000	179000000	3438295
RE2	chr2	+	179000000	179500000	3071560
RE2	chr2	+	179500000	180000000	3247651
RE2	chr2	+	180000000	180500000	3240217
RE2	chr2	+	180500000	181000000	3192229
RE2	chr2	+	181000000	181500000	3458877
RE2	chr2	+	181500000	182000000	3271210
RE2	chr2	+	182000000	182500000	3179459
RE2	chr2	+	182500000	183000000	3075306
RE2	chr2	+	183000000	183500000	2984170
RE2	chr2	+	183500000	184000000	2948538
RE2	chr2	+	184000000	184500000	3175419
RE2	chr2	+	184500000	185000000	3122279
RE2	chr2	+	185000000	185500000	3019756
RE2	chr2	+	185500000	186000000	3104658
RE2	chr2	+	186000000	186500000	2910084
RE2	chr2	+	186500000	187000000	3119226
RE2	chr2	+	187000000	187500000	3123352
RE2	chr2	+	187500000	188000000	2991779
RE2	chr2	+	188000000	188500000	3264306
RE2	chr2	+	188500000	189000000	3101313
RE2	chr2	+	189000000	189500000	3212084
RE2	chr2	+	189500000	190000000	3251852
RE2	chr2	+	190000000	190500000	3067236
RE2	chr2	+	190500000	191000000	3315953
RE2	chr2	+	191000000	191500000	3348017
RE2	chr2	+	191500000	192000000	3326821
RE2	chr2	+	192000000	192500000	3192334
RE2	chr2	+	192500000	193000000	3070927
RE2	chr2	+	193000000	193500000	2989563
RE2	chr2	+	193500000	194000000	2774169
RE2	chr2	+	194000000	194500000	2981702
RE2	chr2	+	194500000	195000000	3059941
RE2	chr2	+	195000000	195500000	3081998
RE2	chr2	+	195500000	196000000	3354401
RE2	chr2	+	196000000	196500000	3256491
RE2	chr2	+	196500000	197000000	3240334
RE2	chr2	+	197000000	197500000	3197419
RE2	chr2	+	197500000	198000000	3009352
RE2	chr2	+	198000000	198500000	3233900
RE2	chr2	+	198500000	199000000	3083610
RE2	chr2	+	199000000	199500000	3227849
RE2	chr2	+	199500000	200000000	3197709
RE2	chr2	+	200000000	200500000	3225135
RE2	chr2	+	200500000	201000000	3244046
RE2	chr2	+	201000000	201500000	2988768
RE2	chr2	+	201500000	202000000	3124381
RE2	chr2	+	202000000	202500000	3068470
RE2	chr2	+	202500000	203000000	3017703
RE2	chr2	+	203000000	203500000	3122981
RE2	chr2	+	203500000	204000000	3152997
RE2	chr2	+	204000000	204500000	3342916
RE2	chr2	+	204500000	205000000	3350137
RE2	chr2	+	205000000	205500000	3216029
RE2	chr2	+	205500000	206000000	3215354
RE2	chr2	+	206000000	206500000	3050801
RE2	chr2	+	206500000	207000000	3189344
RE2	chr2	+	207000000	207500000	3258007
RE2	chr2	+	207500000	208000000	3058583
RE2	chr2	+	208000000	208500000	3168673
RE2	chr2	+	208500000	209000000	3016754
RE2	chr2	+	209000000	209500000	2909139
RE2	chr2	+	209500000	210000000	3225021
RE2	chr2	+	210000000	210500000	3010021
RE2	chr2	+	210500000	211000000	3140610
RE2	chr2	+	211000000	211500000	3119985
RE2	chr2	+	211500000	212000000	3110527
RE2	chr2	+	212000000	212500000	3126394
RE2	chr2	+	212500000	213000000	3266052
RE2	chr2	+	213000000	213500000	3258129
RE2	chr2	+	213500000	214000000	3072880
RE2	chr2	+	214000000	214500000	3223424
RE2	chr2	+	214500000	215000000	3064862
RE2	chr2	+	215000000	215500000	2988289
RE2	chr2	+	215500000	216000000	3255694
RE2	chr2	+	216000000	216500000	3203155
RE2	chr2	+	216500000	217000000	3264749
RE2	chr2	+	217000000	217500000	3067529
RE2	chr2	+	217500000	218000000	3233087
RE2	chr2	+	218000000	218500000	3174162
RE2	chr2	+	218500000	219000000	3131535
RE2	chr2	+	219000000	219500000	3182498
RE2	chr2	+	219500000	220000000	3146489
RE2	chr2	+	220000000	220500000	3219121
RE2	chr2	+	220500000	221000000	3198964
RE2	chr2	+	221000000	221500000	3147308
RE2	chr2	+	221500000	222000000	3218405
RE2	chr2	+	222000000	222500000	3127602
RE2	chr2	+	222500000	223000000	2980031
RE2	chr2	+	223000000	223500000	3197974
RE2	chr2	+	223500000	224000000	3168362
RE2	chr2	+	224000000	224500000	3215826
RE2	chr2	+	224500000	225000000	3138380
RE2	chr2	+	225000000	225500000	3240383
RE2	chr2	+	225500000	226000000	3256134
RE2	chr2	+	226000000	226500000	3053243
RE2	chr2	+	226500000	227000000	3254260
RE2	chr2	+	227000000	227500000	3215933
RE2	chr2	+	227500000	228000000	3007212
RE2	chr2	+	228000000	228500000	3124125
RE2	chr2	+	228500000	229000000	3083554
RE2	chr2	+	229000000	229500000	3241125
RE2	chr2	+	229500000	230000000	3132243
RE2	chr2	+	230000000	230500000	3011756
RE2	chr2	+	230500000	231000000	3215357
RE2	chr2	+	231000000	231500000	3205321
RE2	chr2	+	231500000	232000000	3039952
RE2	chr2	+	232000000	232500000	3118087
RE2	chr2	+	232500000	233000000	3060100
RE2	chr2	+	233000000	233500000	3201033
RE2	chr2	+	233500000	234000000	3116514
RE2	chr2	+	234000000	234500000	3276922
RE2	chr2	+	234500000	235000000	3194258
RE2	chr2	+	235000000	235500000	3080910
RE2	chr2	+	235500000	236000000	3168924
RE2	chr2	+	236000000	236500000	3116364
RE2	chr2	+	236500000	237000000	3300164
RE2	chr2	+	237000000	237500000	3282026
RE2	chr2	+	237500000	238000000	3232379
RE2	chr2	+	238000000	238500000	3021119
RE2	chr2	+	238500000	239000000	2964267
RE2	chr2	+	239000000	239500000	3118356
RE2	chr2	+	239500000	240000000	3062713
RE2	chr2	+	240000000	240500000	3135141
RE2	chr2	+	240500000	241000000	2938224
RE2	chr2	+	241000000	241500000	3132963
RE2	chr2	+	241500000	242000000	2854424
RE2	chr2	+	242000000	242193529	948677
RE2	chr2	-	0	500000	2914877
RE2	chr2	-	500000	1000000	3110535
RE2	chr2	-	1000000	1500000	2928549
RE2	chr2	-	1500000	2000000	2880904
RE2	chr2	-	2000000	2500000	3076997
RE2	chr2	-	2500000	3000000	3112135
RE2	chr2	-	3000000	3500000	2995614
RE2	chr2	-	3500000	4000000	3087250
RE2	chr2	-	4000000	4500000	3123192
RE2	chr2	-	4500000	5000000	3211461
RE2	chr2	-	5000000	5500000	3116241
RE2	chr2	-	5500000	6000000	3130649
RE2	chr2	-	6000000	6500000	3273744
RE2	chr2	-	6500000	7000000	3312410
